,Density of the material (g/cm3),Helium Void Fraction,Gravimetric Void Fraction,Surface Area volumetric (m2/cm3),Surface Area gravimetric (m2/g),PLD (_),LCD (_),Pore Volume (cm3/g),ch4_100bar_cccc,ch4_100bar_density_kgm3,ch4_100bar_gg,ch4_100bar_heatcap_JmolK,ch4_100bar_qst_kJmol,ch4_100_7_delcap_gg,ch4_50bar_cccc,ch4_50bar_density_kgm3,ch4_50bar_gg,ch4_50bar_heatcap_JmolK,ch4_50bar_qst_kJmol,ch4_50_7_delcap_gg,ch4_7bar_cccc,ch4_7bar_density_kgm3,ch4_7bar_gg,ch4_7bar_heatcap_JmolK,ch4_7bar_qst_kJmol
MINCIX,0.843,0.650051,0.643909,1617.71,1919.15,5.36,8.57,0.771116251,223.8344605,160.20623,0.19006096,27143.0581,17.39759,0.122293562,196.5370377,140.6685,0.166882338,31728.34294,17.18358,0.09911494,79.8095461,57.12251,0.067767398,28589.27654,15.54052
MINCUJ,0.796,0.652353,0.658504,1986.39,2494.32,7.16,8.26,0.819538945,217.7767659,155.87052,0.195729555,32995.63987,16.67843,0.142330601,185.3783633,132.68184,0.166611091,32836.82233,15.90046,0.113212137,59.41387615,42.52461,0.053398954,16246.67896,13.55239
MINVOU01,1.07,0.465797,0.569256,1091.99,1020.35,6.04,6.4,0.435324299,164.5511632,117.77508,0.110048832,6748.86699,18.82994,0.047847381,149.9660064,107.33597,0.100294544,10230.60121,20.11989,0.038093093,93.00708558,66.56846,0.062201451,14322.18027,18.72945
MINVUA,1.037,0.485002,0.575696,1136.12,1095.15,6.25,6.51,0.467697203,212.7339057,152.26117,0.146772214,15785.69254,21.16472,0.086551534,185.2313776,132.57664,0.127797303,11094.49986,19.63095,0.067576623,87.28477988,62.4728,0.06022068,9759.63762,18.04752
MINVUA01,1.037,0.486058,0.573704,1170.23,1128.04,6.25,6.45,0.468715526,217.9892904,156.02264,0.150398079,8413.78346,19.95837,0.090375027,181.6680467,130.02624,0.125338842,10981.95464,20.12999,0.06531579,86.99833597,62.26778,0.060023052,8054.1339,18.21375
MIPTUB,3.083,0.455425,0.637399,1383.43,448.71,4.52,6.2,0.147721375,131.8235558,94.35078,0.030601927,9103.37289,13.3061,0.025143214,100.7339402,72.09884,0.023384688,8110.43092,12.82711,0.017925975,23.51443448,16.83011,0.005458713,2431.77055,11.53481
MIQLII,1.293,0.543337,0.598964,859.69,665.08,3.8,6.34,0.42021423,209.5682202,149.99538,0.116042157,6802.2423,19.94214,0.052187982,192.7198983,137.93644,0.106712901,10949.91497,20.81487,0.042858726,115.3184851,82.53751,0.063854175,15661.6883,19.72535
MIQNUX,1.065,0.313334,0.411097,272.43,255.85,3.8,5.86,0.294210329,111.3386061,79.68897,0.07484127,6924.55811,21.81505,0.025820303,106.1773701,75.99489,0.071371912,6309.50474,21.23199,0.022350945,72.92669028,52.19621,0.049020967,12292.45386,22.27303
MIRPIM,1.153,0.300613,0.522904,330.97,287.17,3.99,4.93,0.260722463,109.7761356,78.57066,0.068173872,2237.9102,16.24391,0.031976209,101.5365792,72.67332,0.063056891,2614.25348,17.63783,0.026859227,58.28684075,41.71795,0.036197664,6937.39096,18.01606
MIRZOE,1.035,0.350824,0.460094,644.12,622.12,3.77,6.42,0.338960386,118.7876079,85.02049,0.0821179,13295.12409,18.03399,0.042270091,105.1634999,75.26923,0.072699551,12719.61335,17.98529,0.032851742,57.64182801,41.25629,0.039847809,16292.71301,17.26602
MITGAX,1.158,0.23508,0.354547,578.49,499.46,7.07,7.42,0.203005181,100.3574584,71.82938,0.062017448,3868.23162,18.50347,0.041961732,87.14170971,62.3704,0.053850571,6418.84282,18.69459,0.033794855,32.45442661,23.22878,0.020055716,5105.02494,15.5607
MITGEB,0.737,0.540475,0.581889,1127.43,1529.66,4.35,9.48,0.73334464,171.4313689,122.69949,0.166476338,15125.85937,16.38158,0.109505528,149.5135935,107.01216,0.145192072,22459.24891,16.01552,0.088221261,58.66649918,41.98969,0.05697081,15510.15344,14.51599
MITRUD,0.771,0.669322,0.695192,1968.95,2554.66,5.85,6.76,0.86812192,214.4014594,153.4547,0.199104697,24005.13095,16.86572,0.136407842,183.1212341,131.06634,0.170056202,21150.43949,16.53194,0.107359347,67.51371189,48.32195,0.062696855,14252.81035,13.9238
MITSAK,1.212,0.53563,0.572113,998.65,823.92,4.67,5.64,0.441938944,172.2866312,123.31163,0.101737504,4235.01724,17.60409,0.039068618,162.3135159,116.17352,0.095848249,5847.15849,18.75806,0.033179363,106.1261661,75.95825,0.062668886,12588.6472,19.73137
MITSEO,0.991,0.645253,0.693999,1575.55,1589.61,6.23,9.41,0.651113017,229.1340337,163.99932,0.165464081,23681.47859,16.6207,0.114578598,196.6389945,140.74147,0.141998506,30036.65761,16.49202,0.091113024,70.46602393,50.43502,0.050885483,22647.32673,15.30227
MITSIS,0.98,0.64168,0.678932,1563.67,1595.54,6.14,7.58,0.65477551,217.026341,155.33342,0.158500171,12863.14251,16.98102,0.098051116,189.0888474,135.33757,0.138096668,17262.14067,17.20977,0.077647613,82.769862,59.24131,0.060449055,15598.4326,15.70568
MITSOY,0.897,0.622016,0.638889,1516.03,1689.72,5.4,6.52,0.693440357,224.0396732,160.35311,0.17872563,8181.78782,17.92754,0.092316287,202.4824872,144.92387,0.161528579,15635.10289,19.2235,0.075119237,108.3175417,77.52669,0.086409343,19212.87158,17.74027
MITSUE,1.092,0.605252,0.648043,1475.59,1351.78,5.27,6.15,0.554260073,221.7957383,158.74705,0.145427819,4637.63933,18.77685,0.071309692,203.0261487,145.31299,0.133120908,8523.20507,19.69886,0.05900278,113.0394784,80.90635,0.074118127,12225.70815,17.75259
MIVVEU,1.41,0.25675,0.440288,268.57,190.42,3.9,4.7,0.182092199,114.0567494,81.63444,0.057880057,2175.60144,19.70073,0.020550718,109.8401622,78.61648,0.055740277,3466.06928,20.49934,0.018410938,73.56010442,52.64957,0.037329338,8236.5607,21.29503
MIVVIY,1.394,0.252846,0.44413,285.6,204.95,3.76,4.64,0.181381636,113.184482,81.01013,0.058133951,3002.14599,21.20628,0.023241366,107.0980344,76.65385,0.055007822,4628.4113,21.7548,0.020115237,67.934471,48.6231,0.034892585,6323.1015,20.76499
MIVWEU,1.56,0.310142,0.475251,347.07,222.45,4.42,7.54,0.198808974,96.19311233,68.84881,0.04385865,12011.11883,16.50897,0.024183626,84.629035,60.57199,0.038586081,14139.56448,17.2413,0.018911057,43.15230477,30.88563,0.019675025,18586.17544,16.90254
MIXBAY,0.64,0.760821,0.7362,1997.18,3119.1,6.68,10.59,1.188782813,240.0512265,171.81314,0.268332119,18828.32993,16.2478,0.19675882,203.0505598,145.33046,0.226972333,17371.89504,14.76134,0.155399035,64.02982294,45.82841,0.071573298,11074.81778,13.77208
MIXBEC,0.643,0.770211,0.734446,1965.36,3055.42,6.14,11.66,1.197839813,239.0119911,171.06933,0.265952932,17023.73546,14.70257,0.187011372,199.2516363,142.61143,0.221710872,20324.68927,14.10593,0.142769312,70.944807,50.7777,0.07894156,15066.53315,13.90088
MIXHUY,0.381,0.842118,0.858076,2008.24,5274.91,9.42,12.97,2.210283465,187.4973939,134.19851,0.352493068,11589.83696,9.75505,0.317068064,116.597776,83.45315,0.219202555,7839.80731,8.85804,0.18377755,18.84319633,13.48674,0.035425005,1238.73243,8.37391
MIXZOK,0.48,0.786974,0.757046,1986.44,4139.76,8.17,10.61,1.639529167,244.3771342,174.90935,0.364516601,14474.34996,14.71383,0.292652713,197.7738445,141.55373,0.295002434,16205.9572,13.71565,0.223138546,48.17857672,34.48311,0.071863888,5418.77878,11.99873
MIYHAE,0.964,0.574072,0.670023,1128.17,1169.95,10.07,11.33,0.595510373,170.0253576,121.69315,0.125436174,17027.22531,13.3154,0.09892639,132.3744545,94.74507,0.097659227,17345.40922,12.89242,0.071149444,35.93329767,25.71873,0.026509783,9855.69974,13.32784
MIYLEM,1.214,0.517673,0.550803,1497.46,1233,6.46,7.97,0.426419275,181.2031573,129.6935,0.106789565,9965.6836,16.5234,0.077305886,154.2529951,110.40432,0.090906861,10215.37561,16.40334,0.061423182,50.02863034,35.80726,0.029483679,5635.75247,13.39524
MIZZUQ,1.393,0.450634,0.524496,494.84,355.31,3.76,5.9,0.323498923,185.0665561,132.45867,0.095108948,6560.63331,22.68425,0.032646832,177.5156333,127.05421,0.091228397,9430.33073,22.69821,0.02876628,121.5411268,86.99128,0.062462116,27090.19814,22.6301
MOCHAO,1.026,0.470345,0.583615,1631.05,1589.05,6.74,7.55,0.458425926,155.2931197,111.14877,0.108286999,7829.14939,13.89783,0.08738545,121.4977327,86.96022,0.084721234,9827.5394,13.40527,0.063819686,29.97466602,21.45393,0.020901548,2824.00358,11.72984
MOCKAR,0.749,0.784146,0.723269,1967.85,2628.64,6,10.61,1.046923899,261.7756012,187.36205,0.250278978,17259.9833,17.46913,0.1683198,227.8403315,163.07337,0.217834073,17206.79634,16.21365,0.135874895,85.72399187,61.35569,0.081959178,13147.25993,14.43373
MOCKEV,0.768,0.759187,0.719696,1979.15,2577.58,5.8,10.65,0.98852474,246.4411528,176.38664,0.229722323,14176.38776,16.61853,0.15952075,209.9428848,150.26354,0.195700137,17084.86479,15.89871,0.125498563,75.31073339,53.90255,0.070201573,12985.29362,13.82152
MODDEQ,0.875,0.541762,0.592561,1439.87,1645.82,5.76,8.15,0.619156571,180.5449351,129.22239,0.147707747,21300.05067,16.2406,0.099159049,155.1680991,111.05929,0.126946405,25469.83568,15.88398,0.078397706,59.34165164,42.47292,0.048548699,13113.33747,14.21876
MODFIW,0.984,0.482268,0.597837,1270.44,1291.41,4.16,6.4,0.490109756,171.3664013,122.65299,0.124677786,14550.3748,16.56297,0.08793976,147.0514066,105.24989,0.106987389,16311.14257,16.73944,0.070249363,50.49546888,36.14139,0.036738026,10803.53916,14.38145
MOFQAZ,1.043,0.38906,0.455838,452.66,433.98,4.18,5.16,0.373020134,165.3864358,118.37291,0.113489866,2226.05691,21.4621,0.021740941,161.1109971,115.31283,0.110556016,3802.46117,23.73913,0.018807091,133.7038125,95.69654,0.091748925,11469.22088,23.37132
MOHJOK,0.867,0.5229,0.604857,1761.78,2033.11,6.02,8.09,0.603114187,166.8909077,119.44972,0.137847687,12464.96634,15.19638,0.108604894,135.8207301,97.21169,0.112184502,10245.51062,14.01971,0.08294171,35.4039757,25.33988,0.029242792,4829.81546,11.97346
MOJQOT,1.446,0.137457,0.282255,160.65,111.12,4.12,4.57,0.095060166,53.6975942,38.43327,0.026585287,1837.86777,20.39811,0.008416538,50.87963041,36.41635,0.025190133,2676.48598,20.10531,0.007021385,36.69767008,26.26582,0.018168748,5504.72707,21.5218
MOJWEP,0.687,0.504742,0.609584,1339.99,1951.66,9.71,10.99,0.734704512,149.6194031,107.08789,0.155973384,10894.80122,13.04078,0.133110888,109.1888649,78.15033,0.113825857,9925.46167,12.04084,0.09096336,21.93113321,15.69689,0.022862496,2371.71763,10.64771
MOKKII,1.481,0.394081,0.56761,1604.66,1083.14,6.17,6.53,0.266091155,183.6511154,131.44559,0.088725458,14348.88759,19.08845,0.051577243,163.1380897,116.76369,0.078815213,13510.42972,17.91924,0.041666998,76.89237444,55.03459,0.037148215,13701.55268,16.41967
MOKQIO,1.148,0.234654,0.435217,104.59,91.09,3.8,4.69,0.204402439,75.76267682,54.22602,0.047079959,7054.69562,15.11839,0.031591278,60.82616346,43.53543,0.037798206,9606.23496,15.64595,0.022309525,24.92491417,17.83964,0.015488681,6128.75073,16.19511
MOKYUI,1.379,0.263938,0.406032,558.72,405.23,5.5,7.34,0.191398115,90.55266116,64.81174,0.047006697,2684.51059,17.62089,0.023435706,82.21055741,58.841,0.042676236,3389.10478,18.28323,0.019105245,45.40663632,32.49913,0.023570991,5985.16086,17.66582
MOKZET,0.552,0.673234,0.711077,1540.75,2792.3,4.37,5.39,1.219626812,226.877199,162.38403,0.294290702,14431.42323,16.23714,0.218856477,190.4685683,136.32508,0.247063737,15607.78102,15.62158,0.171629512,58.15442184,41.62317,0.075434225,8220.3375,13.64742
MOLBAR,0.713,0.42818,0.547178,874.59,1225.85,3.76,5.31,0.600532959,155.7690279,111.4894,0.156267799,9533.28064,16.98012,0.102061512,135.7289436,97.146,0.136163547,11815.31052,17.02168,0.08195726,54.03327289,38.67352,0.054206287,8444.6671,15.38477
MOLVEP,0.914,0.50858,0.650046,949.26,1038.03,10.88,11.88,0.55643326,129.1646501,92.4477,0.101092842,5197.11738,10.31925,0.080785931,89.61197704,64.13846,0.07013629,4694.8643,10.32711,0.04982938,25.94580377,18.57033,0.020306911,2196.24405,12.28322
MOMSUE,1.233,0.608555,0.648441,1392.13,1129.15,8.52,11.13,0.493556367,196.0968092,140.35341,0.113839586,10721.44677,15.91399,0.08465282,163.2870907,116.87034,0.094792642,12794.61524,14.91302,0.065605877,50.27628696,35.98451,0.029186766,6312.78615,13.20607
MONLOQ,1.197,0.445086,0.567534,1213.46,1013.93,4.95,6.26,0.371834586,188.9637998,135.24807,0.11300921,10799.65522,17.40759,0.073127427,165.5005227,118.45457,0.098977071,8410.05649,16.10576,0.059095287,66.68671843,47.73004,0.039881784,10491.38773,16.40805
MONXIY,0.852,0.602678,0.636371,1444.3,1695.31,8.01,14.58,0.707368545,167.3984672,119.813,0.140637252,18874.8446,12.58218,0.119068354,122.9279116,87.98385,0.103275998,14023.9591,11.90397,0.0817071,25.67314426,18.37518,0.021568898,4338.55903,10.60314
MOQDEC,0.756,0.531162,0.677781,1837.44,2429.07,5.29,5.93,0.702595238,184.1383086,131.79429,0.174231834,13218.89554,15.6321,0.132230578,151.5825502,108.49299,0.143427546,13141.93674,15.00096,0.10142629,44.38936379,31.77104,0.042001256,6944.16836,13.01912
MOTVOI,1.252,0.390446,0.471595,628.02,501.72,4.26,5.84,0.311857827,133.2073238,95.34119,0.076167804,5958.12257,17.97862,0.031359897,122.1232556,87.40793,0.069829945,8184.53707,19.11139,0.025022039,78.36304868,56.0872,0.044807906,9555.99657,18.94449
MOVPOE,1.093,0.438787,0.562499,459.16,420.13,19.63,19.88,0.401451967,124.0916655,88.81679,0.081268073,10835.12514,11.92931,0.060729164,96.98505718,69.41563,0.063515859,13773.58649,12.86024,0.04297695,31.36173071,22.4467,0.020538909,8739.75405,14.31103
MOVQIZ,0.734,0.598314,0.69484,1389.02,1893.42,9.65,11.03,0.815141689,169.223511,121.11924,0.165102284,11506.88944,11.77777,0.142127813,119.1213578,85.25936,0.116220306,11645.61628,11.15574,0.093245835,23.54795169,16.8541,0.022974471,3003.19773,10.88213
MOVREW,0.734,0.595978,0.692878,1339.76,1825,9.51,10.93,0.811959128,169.2752625,121.15629,0.165038376,15011.72194,12.14932,0.142688689,117.660519,84.21379,0.114715527,12451.35944,11.06227,0.09236584,22.92345096,16.40712,0.022349687,3441.45047,11.00084
MOVROG,1.12,0.4243,0.551872,448.23,400.06,19.43,19.74,0.378839286,123.5254621,88.41154,0.078909276,11744.13455,12.36646,0.06004024,96.32639819,68.94421,0.061534247,11289.62248,12.21016,0.042665212,29.53779875,21.14125,0.018869035,8791.04251,14.28787
MOWNUI,0.961,0.572834,0.612657,744.15,774.69,3.83,5.42,0.596081165,208.8499502,149.48129,0.155103253,7076.9951,18.98348,0.073745541,190.0559461,136.02975,0.141145811,10412.64178,19.55994,0.059788099,109.5499529,78.40877,0.081357712,15601.86272,18.85273
MOWXOL,0.613,0.627709,0.659416,1431.87,2334.63,5.07,7.41,1.023995106,212.9764361,152.43476,0.248543793,19945.85883,17.09619,0.177169274,178.2818558,127.60262,0.20805517,26453.55664,16.36661,0.136680651,61.1606128,43.77481,0.071374519,13516.92307,14.2184
MOWYAY,0.759,0.514605,0.606688,1533.53,2021.29,6.77,9.36,0.678003953,147.0263104,105.23192,0.138702805,9469.59072,12.99096,0.118630807,109.3348787,78.25484,0.103145174,7100.65632,11.79348,0.083073176,21.27651098,15.22835,0.020071998,1506.31344,10.18702
MOXDIN01,0.939,0.535355,0.60774,1101.64,1173.07,5.45,6.36,0.57013312,198.2286591,141.87925,0.151079405,9870.86803,18.14318,0.089979577,172.9686697,123.79979,0.131827577,15563.6268,18.19615,0.070727748,80.16802181,57.37909,0.061099828,11189.17034,16.39392
MOXDOT,0.92,0.470322,0.559112,658.9,715.91,4.31,6.1,0.511219565,157.2719888,112.56512,0.122305482,6256.48937,19.13593,0.053882998,144.8486214,103.67328,0.11264422,7333.66967,18.23784,0.044221736,87.98411938,62.97334,0.068422484,12176.05491,18.88079
MOXDOT01,0.92,0.471327,0.559322,674.29,732.63,4.29,6.07,0.512311957,156.2877072,111.86063,0.121540037,6527.64662,18.68395,0.05352958,145.330279,104.01801,0.11301879,7147.10684,18.84744,0.045008333,87.45429596,62.59413,0.068010457,13459.84615,19.25133
MOXKIU,0.694,0.521291,0.633453,903.92,1302.57,3.98,5.62,0.751139769,164.9084577,118.03081,0.170085963,9246.60699,15.43303,0.120167692,140.7738705,100.75683,0.14519364,11190.17028,15.09134,0.095275369,48.39873283,34.64068,0.049918271,6083.56052,13.92742
MOXPIZ,0.586,0.644513,0.656901,1602.13,2735.72,9.18,10.04,1.099851536,213.2798755,152.65194,0.260664451,14373.00555,15.04649,0.197781585,177.1992795,126.82778,0.216567798,14437.33934,14.707,0.153684932,51.45177927,36.82586,0.062882866,8123.86025,13.26309
MOXXUT,0.805,0.617628,0.674234,1701.41,2114.37,8.56,9.15,0.767239752,183.7304323,131.50236,0.163421374,7413.9474,12.604,0.121118496,139.0722747,99.53894,0.123699606,5808.18867,11.6273,0.081396728,47.56003386,34.0404,0.042302878,3926.03366,14.11008
MOYFIR,2.64,0.130897,0.350786,70.09,26.54,3.73,4.6,0.049582197,47.60888541,34.07536,0.012905363,3487.34518,15.16255,0.010573787,34.75899464,24.87824,0.009422137,3611.38724,14.27954,0.007090561,8.601363036,6.1563,0.002331575,1259.65808,13.10726
MOYGIR,1.135,0.211965,0.39259,558.04,491.72,4.74,5.92,0.186753304,81.57686252,58.38744,0.051448453,10679.34279,16.91833,0.036034654,69.19003706,49.52175,0.043636397,9645.14162,16.417,0.028222598,24.44017848,17.4927,0.015413799,5872.29819,14.91544
MOYMET,1.117,0.299924,0.419283,752.82,674.23,7.77,8.5,0.268508505,107.1310885,76.6775,0.068673709,8517.91003,16.62011,0.042285488,93.76066011,67.10782,0.06010293,9622.74333,16.74558,0.033714709,41.16566446,29.46372,0.026388221,10334.18921,15.33153
MOYWUT,1.094,0.412808,0.491175,265.58,242.75,3.79,5.36,0.377338208,143.2326296,102.51665,0.09370466,3591.57202,21.53144,0.024893568,130.9240956,93.707,0.085652256,5417.10713,22.74171,0.016841164,105.1814683,75.28209,0.068811092,7525.07176,23.22254
MOYYEF,1.007,0.444142,0.529072,1019.3,1012.61,4.38,5.41,0.441054618,172.1288929,123.19873,0.122391832,11968.89845,19.54091,0.06951747,150.5871037,107.78051,0.107074595,15413.35156,19.7398,0.054200233,74.36121554,53.22295,0.052874362,9945.46846,17.13057
MOYYIJ,0.774,0.602492,0.637337,1328.09,1716.03,7.96,10.07,0.778413437,196.6117544,140.72198,0.181829376,5513.93463,14.44391,0.112478311,168.6176333,120.6856,0.155940011,6509.07739,13.49574,0.086588945,74.9891733,53.6724,0.069351065,7360.07376,16.07337
MOZDEM,1.281,0.218332,0.373006,273.81,213.82,4.09,5.05,0.17043872,84.10009804,60.19341,0.047005739,2747.82386,20.20953,0.0152018,80.78588868,57.82131,0.045153341,2497.67993,20.01991,0.013349402,56.90186855,40.72668,0.031803939,4984.00248,21.11191
MTACHH,1.178,0.443799,0.595624,1472.63,1250.28,6.6,7.12,0.376739389,149.4990057,107.00172,0.090845734,9645.76132,13.81899,0.073224647,115.4863104,82.65763,0.070177314,7758.98184,12.80381,0.052556226,28.99789468,20.75482,0.017621087,4039.6775,13.01999
MTLPAL,1.086,0.347661,0.574262,396.82,365.25,3.87,5.3,0.320129834,192.1768365,137.54775,0.126605391,9373.24372,18.98689,0.08013077,162.9747647,116.6468,0.107367174,8877.69718,18.6183,0.060892553,70.54475027,50.49137,0.046474621,9707.07312,18.11231
MUBXUD,0.958,0.432847,0.528811,428.12,446.84,3.9,5.07,0.451823591,150.0133406,107.36985,0.112064795,6540.3405,18.79849,0.04372859,137.2741565,98.25196,0.102548215,5921.76844,18.116,0.034212009,91.4769215,65.47326,0.068336206,9210.80805,19.73958
MUDLAZ,0.527,0.733187,0.745659,2426.37,4604.8,7.64,8.47,1.391246679,225.1616533,161.15615,0.305847816,18338.06688,14.79548,0.25179239,178.8123847,127.98234,0.242889393,16037.03666,13.43643,0.188833967,39.79498413,28.48268,0.054055425,5745.47938,11.26136
MUDLON,0.665,0.620541,0.628648,1496.22,2249.37,7.06,9.91,0.933144361,195.4389538,139.88256,0.210298781,15883.26191,15.94547,0.133355059,170.383205,121.94928,0.183337966,19606.79871,15.47636,0.106394244,71.50683679,51.17997,0.076943723,14946.2743,14.65998
MUDTEM,0.963,0.520197,0.621264,1687.19,1752.59,7.24,7.88,0.540183801,158.6431557,113.54651,0.117948831,13504.46743,14.03007,0.095658673,123.7826722,88.59563,0.092030579,10726.54141,13.07001,0.069740421,29.98063556,21.4582,0.022290157,3792.72152,11.64605
MUDTIP,1.796,0.271283,0.388484,618.98,344.63,4.27,6.35,0.151048441,87.59072594,62.69178,0.03490447,4010.06149,16.98721,0.014900232,79.9875058,57.24988,0.031874624,3736.03454,17.92851,0.011870386,50.19946478,35.92953,0.020004238,5776.39068,18.56993
MUDTOV,1.797,0.2359,0.380695,498.42,277.38,4.22,5.71,0.131274346,82.23939836,58.86164,0.032757535,3927.80016,17.76445,0.014279147,72.47411153,51.87228,0.028867834,3400.39114,18.25655,0.010389445,46.39090055,33.20361,0.018478389,4907.49978,18.5503
MUFGIE,1.307,0.386822,0.49241,503.12,384.95,3.83,4.97,0.295961744,160.975188,115.21563,0.088155511,3334.76732,19.71846,0.026494785,152.7505671,109.32898,0.083651428,8304.21701,23.48397,0.021990701,112.594742,80.58803,0.061660726,11293.46387,22.5354
MUFLAB,0.778,0.434736,0.577146,548.6,704.69,4.07,5.29,0.558786632,188.0904968,134.62301,0.172929394,11057.6139,17.86429,0.111407743,162.6278491,116.3985,0.149519172,9148.92339,16.81877,0.087997522,66.91538984,47.89371,0.06152165,11968.20594,17.09444
MUFTIR,0.727,0.602052,0.653952,1343.88,1848.43,6.7,7.82,0.82813205,204.0123897,146.01887,0.200842913,8486.58173,16.72822,0.133446928,177.3083759,126.90587,0.174553765,11190.89318,17.08538,0.10715778,68.45955207,48.99892,0.067395984,8658.37859,14.81671
MUGHED,1.436,0.474019,0.496799,965.04,672.15,5.24,6.71,0.330096797,153.5604475,109.90864,0.076551678,4771.90225,18.91157,0.025439712,145.4306585,104.08986,0.072498883,8165.04054,21.00664,0.021386917,102.5291227,73.38372,0.051111966,13249.88327,21.62177
MUHPUA,0.908,0.666773,0.764999,1798.33,1979.49,7.71,8.9,0.734331498,170.8027281,122.24955,0.134564261,10960.44255,11.62912,0.119255823,115.2380109,82.47992,0.090788467,7167.54531,10.39439,0.075480029,19.43103564,13.90748,0.015308438,1223.26736,8.95525
MUJKAF,0.95,0.555577,0.578397,1383.87,1456.03,3.79,6.19,0.584817895,203.5459259,145.68501,0.153282803,9891.34516,19.12425,0.083805885,184.4599024,132.02447,0.138909834,10185.3201,18.66135,0.069432916,92.25916642,66.03314,0.069476918,12952.24528,17.37132
MUJYUN,1.289,0.161226,0.37511,349.9,271.49,4.3,5.31,0.125078355,67.18618987,48.08753,0.037310842,3040.81728,17.64617,0.017208014,59.23145513,42.39404,0.0328933,2671.99962,17.79214,0.012790472,36.19946163,25.90923,0.020102828,3192.16585,18.35555
MUKJAE,0.867,0.440857,0.542329,1083.18,1249.67,5.57,6.72,0.508485582,140.8868043,100.83766,0.116338542,8955.81194,15.85016,0.07589226,122.1842563,87.45159,0.100894745,12075.60193,15.87318,0.060448463,48.98073554,35.05724,0.040446281,10496.08071,15.17624
MULFEE,0.631,0.571517,0.628926,1424.5,2255.74,4.72,7.4,0.905732171,184.385309,131.97108,0.20898306,15133.41388,16.56504,0.142756037,158.1284857,113.17814,0.17922347,15188.13249,16.50238,0.112996447,58.43196138,41.82182,0.066227023,11406.13363,14.63267
MULQOA,1.332,0.52724,0.562053,1202.5,902.84,5.02,5.68,0.395825826,182.3336409,130.50263,0.097982044,9395.60475,18.59545,0.040517386,166.8832424,119.44423,0.089679343,11477.92986,19.21366,0.032214686,106.9353097,76.53738,0.057464657,20156.2713,19.34006
MULXOI,0.84,0.673217,0.654186,1615.2,1921.91,6.41,7.65,0.80144881,253.0768249,181.13602,0.215533935,27969.10745,19.56183,0.115966059,229.0622556,163.94795,0.195081826,22764.87794,19.30353,0.09551395,116.9111583,83.67745,0.099567876,37500.51937,17.40757
MUMKUC,1.056,0.587292,0.640889,1168.57,1106.25,3.94,6.88,0.556147727,206.4566672,147.76833,0.139887916,8831.28772,17.5815,0.074118881,187.2552848,134.02522,0.126877722,13886.9396,19.10215,0.061108687,97.06668077,69.47405,0.065769035,14646.27454,18.05644
MUMLAJ,1.415,0.59566,0.642553,1092.18,772.11,3.79,6.96,0.420961131,206.1528028,147.55084,0.104310458,9444.47142,19.21756,0.052462213,187.006264,133.84699,0.094622575,12459.74131,18.99675,0.04277433,102.4696975,73.34118,0.051848245,23079.27413,18.55385
MUMLIR,1.281,0.336746,0.447469,636.84,497.33,4.96,6.2,0.26287744,111.0915695,79.51216,0.062094119,5216.34954,18.54776,0.03097764,98.67662121,70.62634,0.055154841,7184.40095,19.18159,0.024038362,55.66998191,39.84497,0.031116479,6975.1655,17.8811
MUMYAW,1.256,0.078225,0.326029,29.42,23.42,3.9,4.94,0.062281051,23.19070279,16.59841,0.013213026,610.37912,17.31478,0.007060768,21.15300488,15.13995,0.012052037,820.36123,17.99192,0.005899779,10.79806966,7.72856,0.006152257,1194.36229,17.70643
MUMZAX,1.273,0.09905,0.342375,49.59,38.96,4.11,4.85,0.077808327,24.1029817,17.25136,0.013552989,330.25579,15.94514,0.006494424,22.1903403,15.88241,0.01247752,830.39593,17.26716,0.005418955,12.55313229,8.98472,0.007058565,1517.1083,17.84517
MUNDEG,0.87,0.750103,0.741198,1755.44,2018.04,11.9,13.04,0.862187356,226.3940538,162.03822,0.186278246,38731.43289,14.23189,0.142412999,179.7795457,128.67457,0.147923578,42565.06145,13.41166,0.104058331,53.31181398,38.15715,0.043865248,19911.07805,13.11344
MUNDOQ,0.85,0.766324,0.757843,1831.69,2155.34,12.55,13.54,0.901557647,223.4499505,159.93102,0.188190227,37491.13309,13.62181,0.145645244,177.3424761,126.93027,0.149358372,39670.17465,12.99378,0.106813389,50.51630224,36.1563,0.042544983,18512.80658,12.68196
MUNKUD,1.14,0.289916,0.47526,1134.82,995.7,5.49,5.98,0.254312281,123.3855378,88.31139,0.077485574,8796.06356,16.99725,0.043942752,107.3205957,76.81314,0.067396862,8884.29908,16.6809,0.033854039,53.41251233,38.22922,0.033542823,8893.70614,15.59611
MUNLUE,1.331,0.486778,0.519303,1090.36,819.5,6.26,8.13,0.365723516,171.1776833,122.51791,0.092083489,6714.57577,18.73216,0.042493426,158.4690362,113.42189,0.085246987,9092.05126,19.24146,0.035656924,92.18495248,65.98003,0.049590063,12045.68839,18.06565
MUPTEY,0.841,0.432246,0.599906,1185.32,1409.58,5.24,7.09,0.513966706,164.2661369,117.57108,0.139816062,10288.6932,16.36473,0.095411458,142.0787241,101.69076,0.120931119,9827.25854,16.16792,0.076526515,52.1697767,37.33975,0.044404604,7998.82928,14.5826
