,Density of the material (g/cm3),Helium Void Fraction,Gravimetric Void Fraction,Surface Area volumetric (m2/cm3),Surface Area gravimetric (m2/g),PLD (_),LCD (_),Pore Volume (cm3/g),ch4_100bar_cccc,ch4_100bar_density_kgm3,ch4_100bar_gg,ch4_100bar_heatcap_JmolK,ch4_100bar_qst_kJmol,ch4_100_7_delcap_gg,ch4_50bar_cccc,ch4_50bar_density_kgm3,ch4_50bar_gg,ch4_50bar_heatcap_JmolK,ch4_50bar_qst_kJmol,ch4_50_7_delcap_gg,ch4_7bar_cccc,ch4_7bar_density_kgm3,ch4_7bar_gg,ch4_7bar_heatcap_JmolK,ch4_7bar_qst_kJmol
MUPTIC,0.841,0.441119,0.606766,1201.38,1428.91,5.12,6.92,0.524517241,163.6031561,117.09656,0.139273743,10626.14142,16.65368,0.09791559,139.3483049,99.7365,0.118625829,14577.477,16.75119,0.077267676,48.58291416,34.77251,0.041358153,7196.68618,14.20528
MUPYON,0.849,0.58072,0.661718,1372.68,1617.29,6.95,10.5,0.684004711,179.9836016,128.82062,0.151777099,9438.13173,13.6184,0.12729001,135.5851141,97.04306,0.114336612,8641.45193,12.75707,0.089849523,29.0378098,20.78339,0.024487089,2661.21915,11.45519
MUQCAD,0.839,0.518533,0.587761,1359.87,1621.09,5.75,6.38,0.618036949,181.6113204,129.98564,0.154956173,8196.25853,16.58649,0.09263509,160.8219949,115.10598,0.137218103,12079.75544,17.20087,0.07489702,73.04138928,52.2783,0.062321083,11659.03549,15.89423
MUQSAU,1.259,0.298693,0.411727,436.79,346.92,4.45,5.49,0.237246227,119.3693933,85.43689,0.067858502,5293.79401,20.14658,0.032138473,107.7400027,77.11333,0.061247485,11905.26165,21.24213,0.025527457,62.83484018,44.97311,0.035720028,12343.14833,19.98747
MUQTAU,2.937,0.400262,0.548035,1110.02,377.97,4.61,6.52,0.136282601,119.986837,85.87882,0.029242244,6581.60048,13.55652,0.022889667,95.78125889,68.55403,0.023343052,8445.64401,14.16733,0.016990475,26.06590652,18.65629,0.006352577,3870.73188,12.82737
MUQYEE,0.804,0.727421,0.696886,2011.42,2502.64,6.36,7.13,0.904752488,265.8188683,190.25595,0.236721378,9938.38839,18.06279,0.125465134,241.2239643,172.65251,0.21481872,15522.02443,18.97839,0.103562477,124.9317196,89.41805,0.111256244,19237.11792,16.75372
MURBEI,0.873,0.740172,0.675958,1882.38,2155.31,5.13,6.58,0.847848797,252.9478838,181.04374,0.207295208,11651.30035,18.1813,0.089718723,232.3104376,166.27279,0.19038246,16105.48228,19.33149,0.072805976,143.4703834,102.68682,0.117576484,22883.54517,18.54489
MURFIQ,1.124,0.183844,0.387126,227.44,202.3,4.25,6.31,0.163562278,78.88594941,56.46146,0.050221832,1812.75347,18.64246,0.032299871,74.17791678,53.09176,0.047224517,3916.27379,20.28065,0.029302556,28.15092241,20.14861,0.017921961,4573.74345,17.86997
MUSCIN,1.238,0.3396,0.444617,641.14,517.97,4.42,5.59,0.274313409,115.6169326,82.75112,0.066853996,7794.88178,18.5762,0.028091576,106.9407691,76.54129,0.061837117,8708.8837,18.60143,0.023074697,67.03551587,47.97969,0.03876242,14630.07234,18.99541
MUSMET,1.482,0.227007,0.342007,555.29,374.61,6.36,7.58,0.153176113,84.10663971,60.19809,0.040610566,2591.88216,18.01832,0.020293733,77.84581764,55.717,0.037587553,4422.81575,18.33405,0.017270719,42.0772416,30.11617,0.020316834,6147.82078,17.28303
MUSQEW,0.945,0.485134,0.591967,1196.99,1267.05,6.37,7.21,0.513369312,164.3335341,117.61932,0.124062392,8964.63366,14.50757,0.101487904,127.5442867,91.28795,0.09628862,8615.5021,13.31478,0.073714132,29.90225624,21.4021,0.022574488,3085.21373,12.56393
MUTNEW,1.005,0.589753,0.631494,1529.14,1520.9,4.55,6.77,0.586818905,191.4976558,137.06164,0.136324287,10564.89693,16.96053,0.079835141,172.3639364,123.36696,0.122703282,18017.37463,17.78854,0.066214135,79.35151843,56.79468,0.056489147,21414.78302,16.07773
MUVLUM,1.093,0.526977,0.556543,1139.57,1042.19,7.46,8.15,0.482138152,187.625439,134.29015,0.122816064,13451.70714,18.66634,0.059481223,170.7019955,122.17745,0.111738298,14133.23553,19.28386,0.048403457,96.7562947,69.2519,0.063334841,18866.67284,17.83597
MUWFEP,1.319,0.332084,0.467477,1139.59,864.13,4.66,5.62,0.251769522,122.811913,87.90082,0.066452972,3238.25637,17.53422,0.036039605,109.9409244,78.6886,0.059488538,3910.41553,16.94836,0.029075171,56.20702428,40.22935,0.030413367,5205.22748,16.14113
MUWQEB,0.833,0.690399,0.647794,1024.93,1229.87,5.75,15.28,0.828810324,241.2114978,172.64359,0.20716426,26420.84134,18.75114,0.124127096,208.9155232,149.52822,0.179426894,26747.41746,18.26077,0.096389729,96.68423858,69.20032,0.083037164,20427.39646,15.94793
MUYDUH,1.031,0.475054,0.512404,738.1,715.88,3.92,5.93,0.460770126,198.7304806,142.23843,0.137957721,13251.74225,22.79348,0.052826552,184.3644603,131.95616,0.127984901,19904.19079,24.03451,0.042853731,122.6329198,87.77271,0.085131169,27688.5745,21.70635
MUZMAW,0.896,0.574876,0.688523,1234.25,1377.05,6.82,7.64,0.641602679,169.5855304,121.37835,0.135421638,6723.46843,12.40785,0.117187857,121.3390095,86.84662,0.096894631,7416.52925,11.65839,0.07866085,22.83376215,16.34293,0.018233781,1650.2811,10.02694
MUZVUA,1.142,0.346197,0.476574,528.78,462.92,3.85,5.92,0.303149737,125.4325298,89.77649,0.078595293,6181.44573,17.61882,0.031647209,114.4247167,81.89781,0.071697861,4041.36479,18.24878,0.024749778,74.92582188,53.62706,0.046948084,8127.73441,19.33868
NABGOP,0.731,0.490704,0.590473,1586.57,2169.54,7.41,8.88,0.671277702,161.6724397,115.71468,0.158233831,17141.67164,14.06055,0.127829047,127.11963,90.98401,0.124415924,14573.52513,13.06446,0.094011141,31.06551533,22.23469,0.030404783,6653.71957,12.37677
NABMOV,0.925,0.580579,0.635349,1558.59,1685.23,4.58,6.38,0.627652973,189.827992,135.8666,0.146906655,10884.03756,17.15578,0.092699963,167.0510479,119.56434,0.129279725,8126.10878,15.91674,0.075073034,70.04412067,50.13305,0.054206692,9677.51698,15.02398
NABMUA,1.238,0.387611,0.417249,532.07,429.86,4.59,5,0.313094507,129.8458508,92.93526,0.075083246,1888.97919,25.54867,0.009009025,126.7390829,90.71164,0.07328676,2062.26098,24.57816,0.007212539,114.2660168,81.78422,0.066074221,6147.90807,26.84951
NABMUA01,1.241,0.416777,0.428983,670.56,540.42,4.73,5.15,0.335839645,129.9691003,93.02348,0.074970478,1570.39611,26.4886,0.009049451,128.946133,92.2913,0.074380396,2017.06934,24.53875,0.00845937,114.2809379,81.7949,0.065921026,5406.31178,25.68791
NABSEQ,0.432,0.608372,0.745493,1346.23,3117.98,10.45,11.17,1.408268519,121.0385215,86.63155,0.20064524,6295.19158,8.94379,0.183223207,69.36110995,49.6442,0.11497973,2876.24233,7.79162,0.097557697,10.50977881,7.52222,0.017422033,337.42459,6.82059
NABVAQ,0.748,0.625585,0.625936,1294.42,1730.93,4.61,15.72,0.836343583,209.717986,150.10257,0.200723135,56056.2195,16.11622,0.129044845,181.6281138,129.99766,0.173838044,70716.586,15.93056,0.102159753,74.89035424,53.60167,0.07167829,56648.79508,15.18106
NABVUJ,1.553,0.134544,0.362805,401.64,258.63,4.87,5.31,0.0866349,61.66796043,44.13794,0.028421734,2489.19276,17.89604,0.01479277,54.14631563,38.75443,0.024955133,4377.54322,18.84706,0.011326169,29.57139807,21.16529,0.013628964,3622.92956,17.26987
NABYIZ,1.406,0.301372,0.580404,791.69,563.17,3.99,4.82,0.214347084,171.6176962,122.83285,0.087376451,8484.82892,17.95534,0.05354126,152.9243336,109.45335,0.077859019,11097.05065,18.42731,0.044023828,66.45632114,47.56514,0.033835191,10700.20347,17.02427
NACYAU,0.611,0.675928,0.693384,1922.93,3147,5.41,8.66,1.106265139,210.8135247,150.88669,0.24693939,12773.69871,15.05411,0.178082972,174.3960308,124.8214,0.204281245,12397.03862,14.50525,0.135424828,58.78310488,42.07314,0.068856417,7944.64441,13.84211
NAFSOF,0.461,0.781956,0.771251,2502.96,5429.63,6.57,8.75,1.69621692,237.7096923,170.13722,0.369080403,9299.64757,14.2104,0.306201649,185.489101,132.7611,0.288000004,9685.15383,13.28595,0.225121249,40.49765097,28.9856,0.062878754,2722.31355,10.95455
NAFWUP,1.191,0.244354,0.418024,300.6,252.3,4.09,4.94,0.205167086,95.41515118,68.29199,0.057320404,4858.62314,17.36355,0.034441437,83.015745,59.4173,0.049871493,8271.02959,18.12511,0.026992526,38.08417222,27.25819,0.022878968,6907.85683,16.84193
NAGKEO,1.203,0.574227,0.60078,1057.19,878.89,3.74,8.14,0.477329177,188.1120056,134.63841,0.1119323,21507.82825,17.91145,0.055723805,169.9025872,121.60528,0.101097148,35749.47914,19.19409,0.044888653,94.46328484,67.61071,0.056208495,40348.74034,17.75845
NAGKOY,1.705,0.264238,0.383443,293.86,172.37,3.98,5.31,0.154978299,99.94590373,71.53481,0.041959493,3698.33992,19.70157,0.012944032,94.87101682,67.90254,0.039828944,5426.70494,21.52999,0.010813482,69.113717,49.46713,0.029015462,8261.2542,21.80004
NAGLAK,0.754,0.51595,0.594914,1337.83,1775.06,6.41,7.65,0.68428382,171.2960159,122.60261,0.162673947,13108.06074,15.69495,0.112879398,143.3958751,102.63349,0.136178141,13980.51127,15.18598,0.086383592,52.43376723,37.5287,0.049794549,10699.50495,14.15715
NAHNEQ,0.383,0.748611,0.774808,2469.37,6449.47,7.6,8.86,1.954597911,220.7748263,158.01634,0.412710715,11155.28132,13.00688,0.36187634,160.2909325,114.72588,0.299643698,8650.12004,11.77075,0.248809323,27.19326137,19.46318,0.050834375,1397.74459,9.30268
NAHNES,0.579,0.768104,0.742912,1747.5,3019.43,10.97,12.2,1.326604491,238.693507,170.84137,0.295193346,29724.15775,15.00389,0.22843749,194.9325527,139.52011,0.241073975,44042.19111,14.38179,0.174318119,53.97882287,38.63455,0.066755856,18646.35297,12.73268
NAHYIH,1.053,0.665676,0.723505,1883.31,1787.75,6.43,8.24,0.63217094,216.2909159,154.80705,0.146952399,9980.45025,15.73262,0.119645524,172.1645486,123.22425,0.116972057,10886.59635,14.67148,0.089665183,40.19144244,28.76644,0.027306874,3907.56677,11.95684
NAHYON,1.043,0.670454,0.726295,1925.17,1845.89,6.5,8.28,0.642813039,217.9339194,155.983,0.149560485,10023.3877,15.28147,0.121571642,172.321412,123.33652,0.118258204,10938.51459,14.795,0.090269362,40.78428956,29.19076,0.027988842,3755.30085,12.03949
NAHZAA,0.889,0.75384,0.767742,1982.38,2230.13,8.39,12.01,0.847964004,219.0002121,156.74619,0.176336675,10790.28177,13.61938,0.147234922,170.9958056,122.38774,0.13768403,10975.3671,12.73604,0.108582277,36.14273711,25.86863,0.029101753,2724.09268,10.65538
NAJZEE,1.111,0.463661,0.566469,809.45,728.48,3.98,6.36,0.417336634,176.8891981,126.60585,0.113940464,11337.89621,17.53729,0.084012619,148.1599406,106.0433,0.095434953,9853.16756,17.28624,0.065507109,46.46209284,33.25456,0.029927844,5478.9208,15.17195
NAJZII,0.886,0.618549,0.659718,1186.58,1339.07,4.77,10.19,0.698136569,221.6159156,158.61834,0.17900376,33645.27853,16.78383,0.140343558,180.5050994,129.19388,0.145797704,49926.81426,16.53046,0.107137501,47.86333106,34.25748,0.038660203,21418.54027,14.06128
NAKJUF,0.591,0.670354,0.714925,1807.79,3058.19,7.19,9.27,1.134270728,212.2226437,151.89524,0.256960881,11682.74269,14.06301,0.200249902,164.2651286,117.57036,0.198893537,11357.5304,13.00478,0.142182558,46.83729999,33.52311,0.056710979,4816.22366,12.13563
NAKREZ,1.004,0.413924,0.489062,564.16,562.08,5.28,6.85,0.4122749,137.8699375,98.67838,0.098316205,17140.19121,17.48044,0.048704365,125.0957077,89.53542,0.089206795,17027.81314,16.61777,0.039594955,69.57125019,49.7946,0.04961184,18577.48935,17.03364
NALDUC,1.601,0.620425,0.763942,2001.59,1250.56,5.17,8.81,0.387523423,165.2588159,118.28157,0.073646135,14081.81968,12.98038,0.063905131,118.5391868,84.84268,0.052825944,11332.94949,12.06956,0.04308494,21.85839985,15.64483,0.009741003,1928.41068,10.02059
NALFAK,0.703,0.392655,0.508968,936.67,1331.9,4.17,5.99,0.558541963,140.5337543,100.58497,0.143029276,5631.5801,16.93217,0.084837088,123.3058485,88.25435,0.125495447,6788.78521,17.08841,0.067303258,57.17687258,40.92351,0.058192188,8566.6152,15.82734
NALWOO,1.077,0.383303,0.490908,944.51,877.3,7.13,7.84,0.355898793,146.7184434,105.01157,0.097539818,7051.98462,16.76828,0.06046769,127.996947,91.61194,0.085093589,6739.28425,16.8261,0.048021461,55.76353358,39.91193,0.037072128,6869.85264,15.81982
NALYEG,1.651,0.515384,0.557858,1283.29,777.21,9.43,9.78,0.312164749,200.3114874,143.37001,0.086830819,10039.6222,17.39936,0.051859518,177.8453769,127.29022,0.077092232,14795.75959,17.76182,0.042120931,80.67588652,57.74258,0.034971301,15591.21855,17.38465
NAMRIF,1.074,0.414475,0.517355,695.46,647.46,4.97,6.21,0.385917132,144.987272,103.77251,0.096610966,31823.23057,20.66034,0.052358739,129.0908014,92.39485,0.086018495,22251.30249,19.86971,0.041766269,66.41077963,47.53254,0.044252226,20875.28064,17.84942
NANTII,1.024,0.830456,0.877611,1862.32,1818.56,12.15,13.64,0.810992188,125.6398179,89.92486,0.087811649,9952.74695,7.19148,0.081385644,65.41838617,46.82225,0.045721941,2667.27187,6.01367,0.039295937,9.194246974,6.58065,0.006426004,202.43638,4.91118
NANYUX01,1.032,0.54348,0.600844,1203.93,1166.79,4.65,5.48,0.526627907,186.5175323,133.49719,0.129380259,7532.30779,20.0194,0.048272476,173.8040843,124.39772,0.120561414,6461.06058,19.29466,0.039453631,116.92683,83.68866,0.081107783,13581.24815,19.57528
NANYUX03,1.041,0.531867,0.595439,1151.1,1105.29,4.55,5.25,0.510919308,186.8703314,133.7497,0.128427777,9213.80094,20.09037,0.047107013,174.0924966,124.60415,0.119646132,8468.62795,19.39812,0.038325368,118.3267233,84.69062,0.081320763,12591.60325,20.2172
NAPFIT,1.092,0.568365,0.671239,1650.97,1512.17,5.8,8.33,0.520480769,172.225127,123.26761,0.112904612,7723.27538,15.51688,0.085650719,141.9851065,101.62376,0.09308034,11251.34487,15.54907,0.065826447,41.57319222,29.7554,0.027253893,4133.50232,13.04605
NAPFIT01,1.092,0.568259,0.671274,1653.68,1514.65,5.83,8.45,0.5203837,173.6710351,124.30249,0.113852498,9946.29743,16.73352,0.086158765,142.0311248,101.65669,0.093110508,8659.93184,15.46891,0.065416775,42.24412559,30.23561,0.027693733,4217.53173,12.93977
NAQQED,2.5,0.586493,0.703397,2199.1,879.81,5.56,7.21,0.2345972,154.342676,110.46851,0.044195894,15750.1994,11.89885,0.039366754,104.1535906,74.5464,0.029824292,14287.32318,11.21606,0.024995152,16.86451704,12.07053,0.00482914,1779.91502,9.14691
NAQQIH,2.477,0.590184,0.706278,2250.32,908.61,5.65,7.24,0.238265644,155.0824509,110.99799,0.044817458,16005.82685,11.9982,0.039871192,104.9203532,75.0952,0.030321055,15390.59183,11.2145,0.025374789,17.11563282,12.25026,0.004946267,2033.23502,9.35825
NAQQON,2.376,0.60683,0.717595,2329.48,980.49,5.76,7.68,0.255399832,157.7760357,112.92588,0.047530819,18051.34323,11.8254,0.042690167,104.820511,75.02374,0.031577703,15831.44485,10.85519,0.02673705,16.06828836,11.50064,0.004840652,1905.7926,8.95062
NAQQUT,2.374,0.60836,0.718128,2361.71,995.01,5.8,7.73,0.256259478,159.1695629,113.92328,0.047997058,20186.36323,11.90719,0.042928693,104.9258993,75.09917,0.03164006,14943.26739,10.83579,0.026571695,16.80789168,12.03,0.005068364,1731.40061,9.03337
NAQRAA,2.465,0.591137,0.707554,2209.43,896.34,5.6,7.47,0.23981217,152.8550776,109.40378,0.04438375,17047.55109,12.0946,0.039529231,101.2846529,72.493,0.029409508,14993.27047,10.91444,0.024554989,16.71868367,11.96615,0.004854519,1744.05177,8.95762
NAQREE,2.452,0.590498,0.708226,2212.3,902.27,5.64,7.42,0.240823002,151.549956,108.46966,0.044238192,16759.68881,11.71099,0.039506294,99.81840268,71.44356,0.029137492,11932.42032,10.80332,0.024405594,16.21040319,11.60236,0.004731898,1859.18693,9.04966
NARMOK,0.943,0.49084,0.558282,1237.34,1312.27,7.29,8.5,0.520509014,169.6138592,121.39863,0.128752033,11882.55062,17.02202,0.074077429,149.8180088,107.23004,0.113725218,13010.93947,16.86597,0.059050614,72.02659563,51.55198,0.054674604,15603.96372,15.91061
NARXEK,0.578,0.746897,0.703663,1926.63,3330.55,7.89,9.06,1.292209343,268.2195637,191.97422,0.331867874,19444.41608,18.70121,0.205469353,238.3328059,170.58321,0.29488901,17787.01776,17.39398,0.168490489,102.1567884,73.11722,0.126398521,20059.72869,15.66775
NASDIW,1.521,0.279159,0.480027,593.13,389.97,4.03,5.89,0.183536489,167.3875215,119.80516,0.078769832,9186.46724,21.74571,0.024815231,156.7841041,112.21592,0.073780037,15021.1195,23.14302,0.019825437,114.6546417,82.06238,0.053954601,26582.58121,24.15752
NASRIL,0.852,0.599501,0.626309,1456.96,1710.45,4.3,6.28,0.703639671,224.2539235,160.50646,0.188434235,10801.61764,19.47453,0.094549903,204.7546457,146.55013,0.172049543,8157.24619,18.49399,0.078165211,111.7309167,79.96976,0.093884332,14097.83706,18.0352
NASWAF,0.831,0.393487,0.555105,1163.37,1399.45,5.61,6.22,0.473510229,132.4473796,94.79727,0.114035144,5822.42404,14.46989,0.086923709,108.5985242,77.7278,0.093501649,7027.97699,14.33817,0.066390213,31.4888767,22.5377,0.027111436,3369.25915,12.99033
NASZUC,0.535,0.637252,0.710077,1816.7,3394.28,4.55,7.59,1.191125234,215.543054,154.27178,0.288239374,16120.13783,15.47052,0.236118128,171.6303356,122.84189,0.22951619,12451.93377,14.57117,0.177394944,38.97584264,27.89639,0.052121246,4058.33761,11.95477
NATBAL,0.512,0.622451,0.714604,1936.32,3784.81,6.49,7.92,1.215724609,205.6422555,147.18543,0.287697823,13564.27483,14.35893,0.244493155,157.4175519,112.6693,0.220230453,12343.9405,13.08946,0.177025784,30.88207401,22.10339,0.043204668,2601.45381,10.5402
NATCIX,0.769,0.681398,0.75282,2129.41,2769.17,5.09,6.61,0.886083225,222.4777893,159.23521,0.2070767,28618.42595,15.28744,0.171888392,176.9133097,126.62311,0.164666435,25052.55053,14.30383,0.129478127,37.80539746,27.05866,0.035188308,8380.51904,11.7925
NATCIX01,0.754,0.693119,0.759848,2261.61,3001.14,4.82,6.71,0.919255968,223.8639422,160.22733,0.212621267,32601.1114,15.0985,0.177192847,175.4719061,125.59144,0.166659529,32354.48725,14.27254,0.131231108,37.30175271,26.69818,0.035428421,7515.76528,11.41022
NATHUO,1.076,0.433134,0.548193,1029.22,956.37,6.23,6.91,0.402540892,170.8566975,122.28817,0.113633284,7948.3016,17.54434,0.06632957,150.3087184,107.58126,0.099967245,8486.18459,16.72407,0.052663531,71.12490363,50.90661,0.047303714,10885.12535,16.78841
NATKAX,0.765,0.543467,0.608606,1130.83,1477.53,10.15,10.48,0.710414379,201.655886,144.33224,0.188585224,10058.40274,17.66022,0.106721615,177.9013349,127.33027,0.166370364,7831.06547,16.66816,0.084506755,87.53749726,62.65368,0.081863609,9848.17028,16.85039
NATKIF,0.345,0.865132,0.832969,1942.91,5624.1,12.55,16.18,2.507628986,230.6229439,165.06499,0.477814802,40666.17292,12.18598,0.411277287,162.2024432,116.09402,0.336058187,31955.69677,10.96725,0.269520672,32.11511556,22.98592,0.066537515,6767.15962,10.04872
NATKOL,0.696,0.679544,0.663361,1809.9,2601.02,5.31,7.19,0.976356322,234.1253808,167.57181,0.240821059,16417.79543,17.97595,0.14767022,209.53455,149.97128,0.215526963,15741.17904,17.43337,0.122376124,90.56091566,64.81765,0.093150839,18354.68154,15.60916
NAVJAW,1.175,0.636798,0.647993,1379.59,1173.87,10.8,11.57,0.541955745,240.0658293,171.82359,0.146202297,21510.8745,18.05136,0.089170963,211.5504514,151.41413,0.128836169,21820.60504,16.74985,0.071804836,93.64609705,67.02582,0.057031334,27661.85209,15.60001
NAVJAW01,1.171,0.615286,0.649051,1364.65,1165.23,10.37,11.29,0.525436379,231.5038863,165.69551,0.14148254,22763.71144,17.18495,0.089387551,202.3758835,144.84757,0.123681094,23691.72164,16.86741,0.071586105,85.24156028,61.0104,0.052094989,23964.93662,15.24656
NAVJOM,1.163,0.388568,0.482076,750.86,645.44,4.86,5.61,0.33410834,115.1660791,82.42843,0.070856075,5330.35428,16.78114,0.02857466,104.8911688,75.07431,0.064534424,4807.25231,17.02633,0.022253008,68.72219251,49.1869,0.042281416,9115.6907,18.45938
NAWDUN,0.843,0.584977,0.58725,1172.77,1391.79,5.03,7.01,0.693922894,197.2648053,141.18939,0.167559046,15743.01877,19.21106,0.078570461,179.5554803,128.5142,0.152516537,14298.71025,18.56702,0.063527952,104.7649549,74.98398,0.088988585,19090.41149,17.79338
NAXGUP,1.058,0.347652,0.541356,496.85,469.64,4.25,5.66,0.328593573,116.8608449,83.64143,0.079061496,6563.65382,15.76327,0.055437002,97.23600484,69.59524,0.06578443,6689.51101,16.71537,0.042159935,34.91937906,24.99303,0.023624494,6793.84773,16.35245
NAYGUR,1.028,0.380594,0.552209,964.38,937.94,6.11,6.78,0.370227626,158.0841143,113.14639,0.110044955,11213.55447,18.86946,0.082806278,131.9288254,94.42612,0.091837827,18465.81025,18.00657,0.064599151,39.12948156,28.00635,0.027238676,7574.29076,14.71746
NAYHUS,1.083,0.405409,0.478234,696.45,642.96,4.62,6.07,0.374338873,149.9396135,107.31708,0.099075531,5156.57322,17.14379,0.03754637,139.7067723,99.99307,0.092313981,6598.4539,19.88292,0.03078482,93.11742864,66.64743,0.061529161,12455.38189,19.90623
NAYJAA,1.112,0.41136,0.486279,683.82,614.83,4.55,5.99,0.369928058,157.6369738,112.82635,0.10144521,6024.3167,17.97315,0.041333034,148.1453395,106.03285,0.095336993,8644.93897,20.16685,0.035224817,93.40905855,66.85616,0.060112176,13277.26869,19.33628
NAYJEE,1.107,0.414434,0.484735,689.59,622.74,4.55,5.98,0.37437579,159.5570633,114.20063,0.103130492,5942.47018,18.81319,0.041141479,149.4703396,106.9812,0.096610889,7580.08303,20.54192,0.034621876,95.90553301,68.64298,0.061989013,16484.04864,20.27863
NAYJII,1.115,0.403979,0.485216,596.67,535.01,4.46,5.94,0.362313004,154.8875246,110.85847,0.099404225,15089.5567,19.96426,0.037791227,147.6675955,105.69091,0.094770595,9648.28344,19.13453,0.033157598,96.00280754,68.7126,0.061612998,30328.53174,20.20063
NAYJUU,1.117,0.415317,0.484884,627.98,562.07,4.55,5.99,0.371814682,158.8888166,113.72234,0.10178825,7226.35409,20.28574,0.037321064,150.874324,107.98608,0.09665396,7287.78711,20.55814,0.032186775,100.6316035,72.02559,0.064467185,13443.68649,20.32612
NAYMAC,1.188,0.514292,0.552201,1497.19,1260.48,6.4,8.05,0.432905724,177.9758578,127.38361,0.107244057,7730.94581,16.50984,0.078054493,151.921863,108.73584,0.091544534,10046.49017,16.02352,0.062354969,48.44126515,34.67112,0.029189565,6262.99223,13.43588
