DDEC Code,Ref. code,Code,Uptake @ 1bar (mol/kg),Uptake @ 1bar (cm³(STP)/cm³),Uptake @ 5bar (mol/kg),Uptake @ 5bar (cm³(STP)/cm³),Uptake @ 10bar (mol/kg),Uptake @ 10bar (cm³(STP)/cm³),Uptake @ 20bar (mol/kg),Uptake @ 20bar (cm³(STP)/cm³),Uptake @ 30bar (mol/kg),Uptake @ 30bar (cm³(STP)/cm³),Uptake @ 50bar (mol/kg),Uptake @ 50bar (cm³(STP)/cm³),Uptake @ 80bar (mol/kg),Uptake @ 80bar (cm³(STP)/cm³),Uptake @ 100bar (mol/kg),Uptake @ 100bar (cm³(STP)/cm³),Uptake @ 140bar (mol/kg),Uptake @ 140bar (cm³(STP)/cm³),Uptake @ 200bar (mol/kg),Uptake @ 200bar (cm³(STP)/cm³),QST @ 5bar (kJ/mol),QST @ 140bar (kJ/mol),Deliverable @ 30bar (mol/kg),Deliverable @ 30bar (cm³(STP)/cm³),Deliverable @ 80bar (mol/kg),Deliverable @ 80bar (cm³(STP)/cm³),Deliverable @140bar (mol/kg),Deliverable @ 140bar (cm³(STP)/cm³),Deliverable @ 200bar (mol/kg),Deliverable @ 200bar (cm³(STP)/cm³),Density (g/cm³),PLD (Å),LCD (Å),VSA (m²/cm³),GSA (m²/g),VF
KINDOC,KINDOC,core-mof-ddec-1264,0.560199229,12.79974445,2.09182291,47.79513666,3.346896627,76.47176102,4.901320408,111.9881026,5.914884431,135.1465788,7.159854443,163.592348,8.27220777,189.0080173,8.718673558,199.2091167,9.406882717,214.9337034,10.1089344,230.9745718,15.92642,16.41161,3.823061521,87.35144214,6.18038486,141.2128806,7.315059807,167.1385667,8.017111486,183.1794351,1.0194,6.0,6.3,1647.57,1616.23,0.5
KINFAQ,KINFAQ,core-mof-ddec-1265,0.394362733,11.96037321,1.703736945,51.67153989,2.867031058,86.95233738,4.276627058,129.7030661,5.110615273,154.9965572,6.043051972,183.275829,6.830345412,207.1531444,7.171087448,217.48729,7.63930662,231.6876076,8.081066758,245.0854661,15.59415,18.12084,3.406878328,103.3250173,5.126608467,155.4816045,5.935569675,180.0160677,6.377329813,193.4139262,1.3531,5.6,7.6,1472.98,1088.59,0.53
KINFEU,KINFEU,core-mof-ddec-1266,0.427123688,13.97961987,1.697749535,55.56679196,2.692532926,88.1257299,3.830637757,125.3755321,4.466286939,146.1801238,5.20515747,170.3631168,5.827215782,190.7228837,6.080318123,199.0068413,6.447110998,211.0118532,6.80094537,222.5927375,16.46148,19.36597,2.768537404,90.61333184,4.129466247,135.1560917,4.749361463,155.4450612,5.103195836,167.0259455,1.46024,5.4,7.8,1295.96,887.499,0.52
KINHAS,KINHAS,core-mof-ddec-1267,0.517287229,15.08430714,1.481718201,43.20750868,2.020851829,58.92886574,2.557311611,74.57225237,2.855085699,83.25546654,3.248896411,94.73914795,3.537581822,103.1573326,3.70117202,107.9276896,3.916344658,114.2022118,4.105552216,119.7195815,20.35781,21.43398,1.373367498,40.04795786,2.055863621,59.94982392,2.434626457,70.99470312,2.623834015,76.51207287,1.30097,3.8,4.5,409.111,314.466,0.19
KINJUO,KINJUO,core-mof-ddec-1268,0.398539798,11.55204876,1.225575936,35.52446465,1.665857128,48.28642673,2.05387107,59.53337372,2.234453253,64.76771717,2.415591988,70.01819279,2.569929776,74.49181792,2.633884615,76.34560873,2.724532332,78.97311758,2.833519245,82.13220517,20.78727,20.21694,1.008877317,29.24325252,1.34435384,38.96735327,1.498956396,43.44865293,1.607943308,46.60774052,1.29323,3.8,4.6,304.145,235.183,0.17
KINKAV,KINKAV,core-mof-ddec-1269,0.363421024,9.857731833,1.152477013,31.2607378,1.584119318,42.96895997,1.988475413,53.93704843,2.174012439,58.96970788,2.387733324,64.76684958,2.532496396,68.69352265,2.592892024,70.33174351,2.665118198,72.29086587,2.714880145,73.64064998,20.56216,19.75496,1.021535426,27.70897008,1.380019383,37.43278485,1.512641185,41.03012807,1.562403131,42.37991218,1.21016,3.7,4.5,224.899,185.842,0.15
BAKJEE,BAKJEE,core-mof-ddec-127,0.578646881,11.91883262,2.387138773,49.16972405,3.936495264,81.08300532,5.960489076,122.7727547,7.12486304,146.7562563,8.533309624,175.7671084,9.734000861,200.4986646,10.25975447,211.3280139,10.9802414,226.1684346,11.67069994,240.3903377,14.69161,16.42641,4.737724267,97.58653225,7.346862088,151.3289405,8.593102627,176.9987105,9.283561171,191.2206136,0.918977,5.4,6.5,1981.47,2156.17,0.58
KINLAW,KINLAW,core-mof-ddec-1270,0.012830226,0.410036483,0.067643803,2.161803457,0.125480799,4.010194769,0.234009068,7.478609851,0.334655064,10.69511826,0.455437387,14.55515615,0.651371571,20.81694477,0.687908016,21.98459959,0.797226294,25.47826229,0.932888116,29.8138286,19.41495,19.31663,0.267011261,8.533314803,0.583727768,18.65514131,0.729582491,23.31645883,0.865244312,27.65202514,1.42585,2.5,3.3,0,0,0.07
KINQAB,KINQAB,core-mof-ddec-1271,0.434892994,10.9680408,1.318901932,33.26282651,1.807656741,45.58926718,2.397812331,60.47304475,2.782509932,70.17515319,3.156609498,79.60997823,3.495110182,88.14699621,3.663101488,92.38375222,3.869085228,97.57868084,4.156781755,104.8344134,19.89857,20.44559,1.463608,36.91232668,2.17620825,54.8841697,2.550183296,64.31585433,2.837879822,71.57158686,1.12522,4.1,5.1,347.595,308.914,0.18
KIPJIE,KIPJIE,core-mof-ddec-1272,0.143503974,5.30886243,0.595371919,22.02550582,1.024193177,37.88954779,1.675513929,61.98485454,2.089488727,77.29965864,2.653841515,98.17762623,3.122120038,115.5013713,3.306220198,122.3120706,3.592686526,132.9097585,3.854471183,142.5943595,15.30883,17.39697,1.494116808,55.27415282,2.526748119,93.47586548,2.997314607,110.8842527,3.259099264,120.5688537,1.65051,5.5,7.0,912.667,552.96,0.3
KIPJOK,KIPJOK,core-mof-ddec-1273,0.144573926,5.329736794,0.61963343,22.84286781,1.07365449,39.58041387,1.720486041,63.42594398,2.156963333,79.51673671,2.704415394,99.69862888,3.187741436,117.516507,3.386540642,124.8452658,3.674793456,135.4717436,3.921743743,144.5755984,15.59473,16.89808,1.537329903,56.6738689,2.568108006,94.67363919,3.055160026,112.6288758,3.302110314,121.7327306,1.64475,5.5,7.2,942.531,573.055,0.31
KIPKAX,KIPKAX,core-mof-ddec-1274,0.066685719,2.782865427,0.291461592,12.16299979,0.518459437,21.63585943,0.859272999,35.85836902,1.104656642,46.09848738,1.422463646,59.36090901,1.708635526,71.30316358,1.854684589,77.39794508,2.033851072,84.87475149,2.231839495,93.13701733,16.22061,15.06217,0.813195051,33.93548759,1.417173935,59.14016379,1.742389481,72.7117517,1.940377904,80.97401754,1.86184,7.1,7.4,492.414,264.477,0.22
KIPKEB,KIPKEB,core-mof-ddec-1275,0.073581324,2.565654404,0.32481284,11.32566593,0.568643141,19.82760978,0.958256023,33.41274191,1.248675803,43.53918088,1.648740757,57.48875881,2.014934554,70.25730764,2.166850373,75.55435135,2.411773517,84.09440079,2.645099206,92.23006684,15.8163,15.78002,0.923862963,32.21351495,1.690121714,58.93164171,2.086960677,72.76873486,2.320286366,80.90440091,1.55565,7.0,7.3,494.766,318.045,0.21
KIPZEQ,KIPZEQ,core-mof-ddec-1276,0.619902655,17.70334423,2.029653405,57.96337957,2.846021823,81.27744508,3.622789235,103.4605746,4.021013873,114.8331793,4.436876138,126.709484,4.769739954,136.215497,4.915477006,140.3774944,5.124798341,146.3553485,5.351714715,152.8356864,19.30823,19.53706,1.991360468,56.86979973,2.740086549,78.25211743,3.095144936,88.39196893,3.32206131,94.87230685,1.27414,4.1,4.9,742.539,582.777,0.31
KIQKOK,KIQKOK,core-mof-ddec-1277,0.1779654,8.555055221,0.658349716,31.6478269,1.048500257,50.40292999,1.397208943,67.16586293,1.564945385,75.22919725,1.833109018,88.12021251,2.033586657,97.75746377,2.121218765,101.9700665,2.269833664,109.1142005,2.465854349,118.5371995,21.81714,20.08435,0.906595669,43.58137035,1.375236941,66.10963687,1.611483948,77.4663736,1.807504633,86.88937257,2.14473,2.9,4.0,0,0,0.12
KIRKAZ,KIRKAZ,core-mof-ddec-1278,0.013882851,0.417845836,0.064898516,1.953314489,0.146364918,4.405288954,0.249932006,7.522449499,0.378681467,11.39754872,0.605414364,18.22175181,0.822383497,24.7520853,0.988031848,29.73776671,1.138922678,34.27927646,1.51283414,45.53325764,20.60983,20.41952,0.313782951,9.444234231,0.757484981,22.79877081,1.074024162,32.32596197,1.447935624,43.57994315,1.34284,2.4,3.2,0,0,0.06
KIVDUP,KIVDUP,core-mof-ddec-1279,0.072004049,2.202281958,0.347180875,10.61871079,0.666678098,20.39070245,1.28428908,39.28066122,1.832996317,56.06316246,2.742865668,83.89199811,3.807385059,116.4508871,4.268048989,130.5405372,5.070403535,155.0809756,5.884309533,179.9747213,9.47845,12.36322,1.485815442,45.44445167,3.460204184,105.8321763,4.72322266,144.4622648,5.537128658,169.3560105,1.36457,6.3,7.0,1904.56,1395.72,0.5
BAKJII,BAKJII,core-mof-ddec-128,0.751167809,16.1519393,2.984365401,64.17113225,4.777998123,102.7386088,6.746683062,145.0701348,7.851842472,168.8337566,9.146834599,196.6792446,10.21003109,219.5405612,10.67686167,229.5785571,11.31240469,243.2442814,11.96668016,257.3127993,16.41543,18.14447,4.867477071,104.6626244,7.225665689,155.369429,8.328039289,179.0731492,8.982314762,193.141667,0.959339,5.2,6.2,1605.55,1673.6,0.57
KIVFAX,KIVFAX,core-mof-ddec-1280,0.071433507,2.224416513,0.350473308,10.91362646,0.652146286,20.30762629,1.260881719,39.26345252,1.788112798,55.68125932,2.724340865,84.83510119,3.73526104,116.3148313,4.222012039,131.4721014,5.003571319,155.8096068,5.772338788,179.7487794,9.54758,12.34416,1.43763949,44.76763286,3.384787732,105.4012048,4.653098011,144.8959803,5.42186548,168.8351529,1.3893,6.3,7.0,1925.54,1385.98,0.5
KIXXOG,KIXXOG,core-mof-ddec-1281,1.526400758,40.08437627,3.549564831,93.21411273,4.434279684,116.4473579,5.429686831,142.587462,5.879560174,154.4014579,6.550473956,172.020134,7.040059358,184.876997,7.2563432,190.5567655,7.582090241,199.1111159,7.900475003,207.4721276,23.97376,24.85727,2.329995343,61.18734517,3.490494527,91.66288427,4.03252541,105.8970032,4.350910172,114.2580149,1.17163,2.7,3.8,0,0,0.23
KIYMAI,KIYMAI,core-mof-ddec-1282,1.356765871,40.16520198,3.154586529,93.387229,3.967743108,117.4596198,4.837975659,143.2216668,5.366642893,158.8721388,5.90148162,174.7053094,6.439230063,190.6246182,6.638395386,196.5206357,6.990729756,206.9510139,7.31053952,216.4185455,23.5083,21.81954,2.212056364,65.4849098,3.284643534,97.2373892,3.836143227,113.5637849,4.155952992,123.0313165,1.32079,3.0,4.0,0,0,0.26
KIYMEM,KIYMEM,core-mof-ddec-1283,1.164648224,38.84883203,2.692515556,89.81345821,3.39289588,113.1758409,4.121450022,137.4780096,4.593025868,153.2082279,5.102430554,170.2002918,5.549246512,185.1046017,5.816733314,194.0270812,6.116865829,204.0385142,6.453138,215.2554472,22.9896,23.15407,1.900510312,63.39476969,2.856730956,95.29114349,3.424350273,114.225056,3.760622444,125.441989,1.48822,3.1,4.1,0,0,0.28
KIYMIP,KIYMIP,core-mof-ddec-1284,0.071620344,2.162586771,0.324174844,9.788506793,0.555693482,16.77924593,0.991555224,29.94015494,1.314552721,39.6931116,1.788714998,54.01051086,2.29922783,69.42552046,2.513178259,75.88578496,2.905864518,87.74300396,3.338603534,100.8096218,18.11537,19.0402,0.990377878,29.90460481,1.975052987,59.63701367,2.581689675,77.95449717,3.01442869,91.021115,1.34717,2.5,4.0,0,0,0.13
KIYMIQ,KIYMIQ,core-mof-ddec-1285,0.612287773,14.24374551,2.136483282,49.70134225,3.168384217,73.70661389,4.345615944,101.0927383,5.031151033,117.0404475,5.884920047,136.9018086,6.614617075,153.8768638,6.94301277,161.5163839,7.440411166,173.08744,7.915344204,184.1358809,16.98528,16.52456,2.894667751,67.33910525,4.478133793,104.1755216,5.303927884,123.3860978,5.778860922,134.4345387,1.0379,7.0,7.1,1031.45,993.777,0.4
KOBPIB,KOBPIB,core-mof-ddec-1286,0.24907765,9.2759437,0.85819903,31.96033809,1.315154522,48.97789635,1.828724656,68.10385029,2.105742504,78.42031975,2.462408707,91.70298729,2.766589317,103.0310299,2.87503305,107.0696016,3.058266159,113.8934175,3.246284822,120.8954529,20.57903,19.52075,1.247543474,46.45998166,1.908390287,71.07069181,2.200067129,81.93307941,2.388085791,88.93511479,1.66152,2.9,4.1,0,0,0.19
KOBPUN,KOBPUN,core-mof-ddec-1287,0.194819161,7.728247257,0.668417955,26.51535508,1.059549463,42.03108256,1.507801621,59.8127191,1.777567912,70.51403097,2.148845876,85.24219166,2.477417865,98.27625649,2.65685887,105.3944704,2.858810292,113.4056461,3.096815083,122.8470165,21.42132,20.67306,1.109149957,43.99867589,1.80899991,71.76090141,2.190392337,86.89029102,2.428397128,96.33166144,1.76982,2.8,3.9,0,0,0.16
KOFPEB02,KOFPEB02,core-mof-ddec-1288,0.222745324,8.844422193,0.852790946,33.86128616,1.330885274,52.84470632,1.886940687,74.92368304,2.215797374,87.98140889,2.556004479,101.4898194,2.818516111,111.9132197,2.923082506,116.0651782,3.059517724,121.482534,3.216033091,127.6972009,17.13222,18.41109,1.363006428,54.12012273,1.965725165,78.05193354,2.206726778,87.62124784,2.363242145,93.83591472,1.77151,5.1,7.3,750.042,423.392,0.27
KOFPEB03,KOFPEB03,core-mof-ddec-1289,0.221651895,8.801468298,0.833481069,33.09629818,1.329309319,52.78490327,1.896741711,75.31680274,2.189192064,86.92957286,2.546601871,101.1217867,2.815939689,111.8167924,2.907269832,115.443377,3.059336224,121.4817081,3.194354854,126.8430978,16.88936,18.17295,1.355710995,53.83327468,1.98245862,78.72049422,2.225855155,88.38540992,2.360873785,93.74679961,1.7716,5.1,7.3,743.486,419.669,0.27
BALMUW01,BALMUW01,core-mof-ddec-129,0.015711951,1.19336428,0.066286959,5.03467013,0.129523054,9.837619041,0.246121538,18.69358273,0.293850922,22.31875588,0.426250109,32.37482484,0.57286355,43.51050402,0.620143625,47.10155095,0.733583078,55.71757786,0.803203799,61.00545608,20.91317,20.75259,0.227563963,17.28408575,0.506576591,38.47583389,0.667296119,50.68290773,0.73691684,55.97078595,3.38861,2.6,3.2,0,0,0.06
KOFPEB05,KOFPEB05,core-mof-ddec-1290,0.237402593,9.524494834,0.884690758,35.49343103,1.385977302,55.60484197,1.91904856,76.99144261,2.238356552,89.80194854,2.582096276,103.5926456,2.81568736,112.9642242,2.923733251,117.2989811,3.064524481,122.9474676,3.203974378,128.5421404,17.23936,19.38087,1.353665794,54.30851751,1.930996602,77.47079317,2.179833723,87.45403657,2.31928362,93.04870938,1.78994,5.0,7.3,736.195,411.296,0.27
KOFPEB,KOFPEB,core-mof-ddec-1291,0.224024681,8.94416255,0.84726625,33.82701859,1.342541145,53.60081826,1.876382673,74.91438682,2.188107488,87.35996826,2.533370045,101.1445406,2.794332282,111.5634313,2.893644018,115.5284422,3.038122805,121.2967431,3.165336915,126.3757535,16.8957,18.88602,1.340841238,53.53294967,1.947066032,77.73641271,2.190856555,87.46972451,2.318070666,92.54873489,1.78125,5.1,7.3,740.829,415.904,0.27
KOJCUI,KOJCUI,core-mof-ddec-1292,0.146820442,5.014673871,0.5394063,18.42350184,0.889462218,30.37971344,1.246796488,42.58451822,1.456099861,49.73330585,1.703427156,58.18080612,1.904577525,65.05112671,1.971683616,67.34314514,2.086794028,71.27475829,2.19974124,75.13248697,16.45919,17.69995,0.916693562,31.30980401,1.365171226,46.62762487,1.547387729,52.85125645,1.66033494,56.70898514,1.52384,4.8,5.4,441.622,289.809,0.18
KOJYEO,KOJYEO,core-mof-ddec-1293,0.872789172,20.58621308,2.853818146,67.31214177,4.082448373,96.29146974,5.388775549,127.103412,6.182936278,145.8350399,7.067296675,166.69418,7.845052759,185.0388765,8.157972641,192.4196227,8.693964635,205.061903,9.265229201,218.5361468,18.28073,19.46508,3.329118132,78.52289813,4.991234613,117.7267347,5.840146489,137.7497612,6.411411054,151.2240051,1.05233,3.2,5.8,0,0,0.42
KOJZAL,KOJZAL,core-mof-ddec-1294,0.94130401,23.81687301,3.007680816,76.10033668,4.136811943,104.6696112,5.162117436,130.6118897,5.633122556,142.5292607,6.133580415,155.1918449,6.571571808,166.2739026,6.73671007,170.4522308,6.976002395,176.5068049,7.152688996,180.9773291,20.83807,21.50524,2.62544174,66.42892402,3.563890992,90.17356592,3.968321579,100.4064682,4.14500818,104.8769924,1.12886,4.1,5.3,725.85,642.993,0.35
KOMGUP,KOMGUP,core-mof-ddec-1295,0.326637525,11.68811052,1.14248431,40.88165586,1.705703708,61.03540447,2.2370733,80.04946762,2.504088738,89.60411371,2.832204754,101.3451293,3.092979405,110.6764605,3.213888826,115.0029771,3.412014374,122.0925278,3.628169729,129.8272413,18.82325,17.56476,1.361604428,48.72245785,1.950495095,69.79480464,2.269530064,81.21087194,2.485685419,88.94558548,1.59631,3.5,4.7,0,0,0.3
KOMHAW,KOMHAW,core-mof-ddec-1296,0.253453265,9.502437673,0.909044289,34.08177327,1.418197147,53.17086768,2.009101393,75.32497479,2.377102445,89.12202357,2.769700796,103.8412712,3.128821361,117.3053739,3.268041325,122.5249911,3.450106264,129.3509468,3.593264791,134.7182281,19.96684,20.1286,1.468058156,55.0402503,2.219777072,83.22360063,2.541061975,95.26917353,2.684220502,100.6364548,1.67254,2.8,4.3,0,0,0.23
KONYOB,KONYOB,core-mof-ddec-1297,0.180572616,5.529794985,0.681380284,20.86636035,1.051550294,32.20232205,1.487238255,45.54468346,1.743580457,53.3948207,2.030626169,62.18521193,2.275110906,69.67223017,2.406962574,73.71001125,2.592988596,79.4068095,2.724088735,83.421576,17.61525,18.52885,1.062200173,32.52846035,1.593730622,48.80586982,1.911608312,58.54044915,2.042708451,62.55521565,1.36629,3.8,4.7,372.772,272.834,0.13
KUDLUR,KUDLUR,core-mof-ddec-1298,0.241654247,10.54932573,0.833014074,36.36491763,1.285873135,56.13431046,1.764253915,77.01784441,2.036971961,88.92324861,2.343893888,102.3218105,2.579165573,112.5925078,2.670739993,116.5901549,2.784649118,121.5628151,2.89418943,126.3447564,17.93976,20.01803,1.203957887,52.55833098,1.746151499,76.22759017,1.951635044,85.19789747,2.061175357,89.9798388,1.94765,5.0,7.2,706.159,362.569,0.25
KULRIT,KULRIT,core-mof-ddec-1299,0.445448852,14.72466168,1.802790454,59.59265445,2.85095321,94.24049759,4.062552222,134.2908546,4.705824901,155.5547382,5.485784752,181.3369237,6.075422604,200.827866,6.334411854,209.3889591,6.69824687,221.4158113,7.067835923,233.6328678,17.07818,18.222,2.903034447,95.96208375,4.27263215,141.2352116,4.895456416,161.8231569,5.265045469,174.0402133,1.4748,3.8,5.8,1347.31,913.556,0.47
ACODED,ACODED,core-mof-ddec-13,0.78423642,19.88872254,2.563113669,65.00215405,3.601373228,91.3330611,4.619008929,117.1409343,5.228081643,132.5873965,5.888170918,149.3276704,6.479593478,164.3265137,6.742219825,170.9868809,7.111886244,180.3618508,7.575870054,192.1287683,18.63782,19.30888,2.664967974,67.58524245,3.916479809,99.32435965,4.548772575,115.3596968,5.012756385,127.1266143,1.13147,3.8,6.1,998.983,882.904,0.45
BALMUW,BALMUW,core-mof-ddec-130,0.017265118,1.283226664,0.078862067,5.861408347,0.142239611,10.57193244,0.253371501,18.83178934,0.338693079,25.17329968,0.455469068,33.85265317,0.608528153,45.22874099,0.656532115,48.79662647,0.730532214,54.29666994,0.817063044,60.72805768,20.73942,20.98613,0.259831012,19.31189133,0.529666086,39.36733264,0.651670147,48.43526159,0.738200977,54.86664933,3.31599,2.7,3.2,0,0,0.06
KUNWEW,KUNWEW,core-mof-ddec-1300,0.223776838,7.378925003,0.816922382,26.93759124,1.303037753,42.96699312,1.818985528,59.98010303,2.142185682,70.63746022,2.513474697,82.88052264,2.832164829,93.38916422,3.005073767,99.09074664,3.185001298,105.0237635,3.353968194,110.5953592,17.8844,18.95645,1.3252633,43.69986898,2.015242447,66.45157298,2.368078916,78.08617226,2.537045812,83.65776792,1.47108,3.8,5.3,508.461,345.638,0.21
KUQXIE,KUQXIE,core-mof-ddec-1301,0.194732928,9.834788537,0.708022242,35.75794344,1.102863543,55.69900189,1.487781282,75.13888096,1.707172093,86.21899081,1.958229002,98.8983647,2.184746217,110.3383863,2.267290811,114.5072171,2.436179581,123.0367728,2.599824228,131.3014793,17.30438,18.01667,0.999149851,50.46104737,1.476723975,74.58044286,1.728157339,87.27882936,1.891801987,95.54353586,2.25323,3.8,4.7,499.411,221.642,0.26
KUXLUL,KUXLUL,core-mof-ddec-1302,0.365385563,9.977877202,1.573608838,42.97180117,2.723309885,74.36761164,4.276749032,116.7886229,5.210795061,142.2953684,6.335448968,173.0071965,7.219242915,197.1416681,7.615047986,207.9502352,8.157190904,222.7549676,8.645717734,236.0955624,14.11525,16.1034,3.637186223,99.32356723,5.645634077,154.1698669,6.583582066,179.7831664,7.072108897,193.1237612,1.21834,5.3,5.7,1949.01,1599.73,0.61
LABGAY,LABGAY,core-mof-ddec-1303,0.382586801,12.55522485,1.021946525,33.53688204,1.367877492,44.88918449,1.686415799,55.34255104,1.850809112,60.73739217,2.019152347,66.26185658,2.187761711,71.79505447,2.254009275,73.96907892,2.357244167,77.35690431,2.465325416,80.90377104,21.17685,19.8338,0.828862587,27.20051013,1.165815186,38.25817243,1.335297642,43.82002227,1.443378891,47.366889,1.46407,3.2,4.5,0,0,0.17
LABJUV,LABJUV,core-mof-ddec-1304,0.099628056,5.261017746,0.380302205,20.08246204,0.607670137,32.08898682,0.864834771,45.6689738,1.032086402,54.50096186,1.232612401,65.09005577,1.384301687,73.10024949,1.462105111,77.20878286,1.544938284,81.58292016,1.641657219,86.69031715,17.45258,18.17471,0.651784197,34.41849982,1.003999482,53.01778745,1.164636079,61.50045812,1.261355014,66.60785511,2.35598,3.6,5.1,0,0,0.2
LABPOV,LABPOV,core-mof-ddec-1305,0.098164631,3.767717962,0.376357105,14.44519689,0.586304652,22.50332474,0.839213041,32.21035942,0.996154881,38.23404211,1.160034801,44.5240196,1.347712952,51.72741183,1.442801496,55.37706458,1.521465823,58.39632918,1.63847379,62.88728497,17.69763,19.91236,0.619797776,23.78884522,0.971355847,37.28221494,1.145108718,43.95113229,1.262116685,48.44208808,1.71242,3.8,5.4,308.848,180.358,0.11
LABPUB,LABPUB,core-mof-ddec-1306,0.094248093,3.676728973,0.373018603,14.55189449,0.57111857,22.28000722,0.818924017,31.94718917,0.960287056,37.46192762,1.182284238,46.12229882,1.354521339,52.84147072,1.408352258,54.9414782,1.511008967,58.94623719,1.623178455,63.32210086,17.65322,19.38928,0.587268453,22.91003313,0.981502736,38.28957623,1.137990364,44.3943427,1.250159852,48.77020637,1.74047,3.9,5.4,316.328,181.749,0.11
LACGAZ,LACGAZ,core-mof-ddec-1307,0.707792698,18.74887351,1.850154591,49.0091442,2.352171761,62.30718535,2.790685415,73.92306814,3.020550044,80.0120019,3.32281019,88.01863615,3.592949021,95.17440193,3.720378405,98.54990639,3.897524557,103.242369,4.118911995,109.1067486,20.79665,18.82222,1.170395453,31.0028577,1.74279443,46.16525773,2.047369966,54.2332248,2.268757403,60.09760442,1.18182,2.5,4.6,0,0,0.25
LACGED,LACGED,core-mof-ddec-1308,0.485748762,20.93978123,1.131011038,48.75591167,1.456629026,62.79273473,1.782075552,76.82216642,1.97460558,85.12179986,2.291918001,98.80058446,2.513603243,108.3570483,2.641773703,113.8822531,2.798406675,120.6344271,3.008377707,129.6859118,22.23636,22.68089,0.843594542,36.36588819,1.382592205,59.60113663,1.667395637,71.87851543,1.877366668,80.9300001,1.92322,3.4,5.3,0,0,0.24
LACJAC,LACJAC,core-mof-ddec-1309,0.370877046,13.23159605,1.121818236,40.02255165,1.540958554,54.97601246,1.974554502,70.44519962,2.205771621,78.69421787,2.506793164,89.43361384,2.740608065,97.77531184,2.818023403,100.5372204,2.99187772,106.7397344,3.114046406,111.098286,20.14199,19.80094,1.083953385,38.67166622,1.618789829,57.75276019,1.870059484,66.71718275,1.992228171,71.07573431,1.59158,3.4,4.6,0,0,0.2
BANMAG,BANMAG,core-mof-ddec-131,0.080484074,2.47866522,0.383795136,11.81972538,0.728173151,22.42552309,1.279774302,39.41316444,1.718848818,52.93532696,2.394604952,73.746565,3.050304669,93.94012627,3.37781661,104.0265001,3.848297606,118.5158868,4.314037813,132.8592717,11.51455,14.36563,1.335053682,41.11560158,2.666509533,82.12040089,3.46450247,106.6961614,3.930242677,121.0395464,1.37401,7.4,8.7,985.542,717.274,0.35
LADHEF,LADHEF,core-mof-ddec-1310,0.327416396,8.517822349,1.401541265,36.461459,2.415226945,62.8327545,3.784416307,98.45257033,4.685078621,121.8835337,5.782576671,150.4352297,6.738755773,175.3104767,7.121820514,185.2760051,7.75362546,201.7125744,8.319997558,216.4468912,14.44611,16.61427,3.283537356,85.4220747,5.337214508,138.8490177,6.352084195,165.2511154,6.918456292,179.9854322,1.16057,4.3,6.8,1338.68,1153.47,0.53
LAGBUS,LAGBUS,core-mof-ddec-1311,0.337732429,8.98241597,1.330291785,35.38077234,2.252338214,59.90374929,3.419715431,90.95160509,4.146441571,110.2797949,5.075325618,134.9846268,5.883112961,156.4687406,6.32687015,168.2710176,6.790306334,180.596682,7.29140153,193.9239349,15.2341,17.33864,2.816149786,74.89902256,4.552821176,121.0879683,5.460014549,145.2159097,5.961109744,158.5431625,1.18661,6.1,7.8,1282.31,1080.66,0.43
LAGCED,LAGCED,core-mof-ddec-1312,0.334533062,8.517783589,1.37213258,34.9368409,2.344688886,59.69978684,3.717938265,94.66506336,4.640765985,118.1618345,5.71640906,145.5495458,6.662834333,169.647151,7.087859152,180.4690094,7.635359616,194.4093071,8.146078092,207.4130724,14.73382,16.75867,3.268633405,83.2249936,5.290701753,134.7103101,6.263227036,159.4724662,6.773945512,172.4762315,1.13597,6.6,8.3,1414.22,1244.94,0.47
LAGCUT,LAGCUT,core-mof-ddec-1313,0.361418969,9.309307155,1.436937956,37.01216025,2.466130457,63.52175146,3.844095211,99.01489999,4.724908531,121.7025906,5.870485986,151.2099859,6.779022812,174.6117692,7.128860159,183.6227609,7.657085497,197.2286099,8.197926529,211.1594096,14.89116,16.63695,3.287970575,84.69043035,5.342084856,137.5996089,6.220147541,160.2164496,6.760988573,174.1472494,1.14917,6.6,8.3,1387.33,1207.24,0.47
LAGHIL,LAGHIL,core-mof-ddec-1314,0.805511936,22.99246185,2.258107404,64.4552191,2.916130572,83.23777451,3.501076159,99.93440989,3.79279753,108.261279,4.192229636,119.6626339,4.505566265,128.6064871,4.652865485,132.8109831,4.843659236,138.2569831,5.072707865,144.794927,20.16302,19.86514,1.534690126,43.8060599,2.247458861,64.151268,2.585551832,73.801764,2.81460046,80.33970793,1.2735,4.1,5.0,535.711,420.661,0.24
LAGMUD,LAGMUD,core-mof-ddec-1315,0.619533738,15.73955758,2.307263017,58.6171452,3.632534662,92.28631941,5.059385523,128.5361633,5.836704169,148.2843236,6.746716885,171.4036416,7.456334476,189.4318235,7.753213275,196.9741746,8.170528106,207.576262,8.583797454,218.0755718,17.10989,18.27412,3.529441152,89.6671784,5.149071459,130.8146783,5.863265089,148.9591168,6.276534437,159.4584266,1.13347,3.8,4.8,1225.98,1081.61,0.43
