DDEC code,MOF family,Ref code,Pressure (bar),Grav. Uptake (mol/kg),Vol. Uptake (cm3/cm3),Qst (kJ/mol),Grav. Working Capacity (mol/kg),Deliverable Capacity (Vol.),Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Vol. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Pore Volume (cm3/g),Void Fraction
MOGXUB,None,core-mof-ddec-1575,30,0.808140992,51.39952108,16.90156,0.564435233,35.89930584,2.8376,3.6,4.67,0,0,0.070482098,0.2
MOGYAI,None,core-mof-ddec-1576,30,0.621158002,43.23734662,16.38432,0.434833267,30.26772032,3.10553,3.28,4.73,0,0,0.057961121,0.18
MOJJUR,None,core-mof-ddec-1577,30,2.301474824,67.88852288,16.52175,1.679235789,49.53381896,1.31606,3.09,4.35,0,0,0.182362506,0.24
MOQSIV,None,core-mof-ddec-1578,30,0.667689419,21.58779738,23.32108,0.354257658,11.45389207,1.44252,2.48,3.87,0,0,0.041593877,0.06
MOSDUT,None,core-mof-ddec-1579,30,4.41860869,111.1027556,16.2732,2.92263392,73.48753981,1.12183,4.17,5.01,1016.92,906.479,0.383302283,0.43
BEPPAP,ZnO,core-mof-ddec-158,30,2.866193504,66.28488245,11.48084,2.238188341,51.76135208,1.03173,9.79,9.91,1075.64,1042.56,0.378005874,0.39
MOTMAK,None,core-mof-ddec-1580,30,6.182121718,138.2136471,17.26644,3.411808947,76.27778604,0.997473,5.33,5.72,1140.1,1142.99,0.451140031,0.45
MOXDIN01,None,core-mof-ddec-1581,30,5.940268006,125.0368971,14.34995,4.275992877,90.00551506,0.939106,5.62,6.88,1872.07,1993.46,0.585663386,0.55
MOXJOZ,None,core-mof-ddec-1582,30,5.775528558,125.125173,15.23206,3.899844921,84.48902388,0.96659,2.89,10.21,0,0,0.465554165,0.45
MOXNUJ,None,core-mof-ddec-1583,30,6.861560871,114.7462712,12.61736,5.33908772,89.28586645,0.746109,7.12,7.31,1787.8,2396.16,0.737157708,0.55
MOYMET,None,core-mof-ddec-1584,30,3.912982503,87.86959554,13.17063,2.950644742,66.25942229,1.00188,8.45,9.13,1000.43,998.559,0.399249411,0.4
MOYNEU,ZnO,core-mof-ddec-1585,30,2.701832219,80.49998898,23.93728,1.196871323,35.66029289,1.32924,3.37,4.55,0,0,0.105323343,0.14
MOYYEF,None,core-mof-ddec-1586,30,5.699804619,121.398066,14.0693,3.98327629,84.83835328,0.950247,7.36,7.69,1754.4,1846.26,0.568273302,0.54
MOYYIJ,None,core-mof-ddec-1587,30,7.162576058,117.2898023,14.04496,5.06643203,82.96467729,0.730593,9.38,12.42,2059.11,2818.41,0.917063262,0.67
MUCLOM,None,core-mof-ddec-1588,30,6.724959284,124.7144303,15.19122,4.556957205,84.5088123,0.827407,2.86,10.23,0,0,0.54386777,0.45
MUDLIH,None,core-mof-ddec-1589,30,1.260392842,56.48693711,16.15847,0.827955427,37.10641995,1.99952,2.55,9.94,0,0,0.130031207,0.26
BEPPIX,ZnO,core-mof-ddec-159,30,4.473631981,99.31854059,14.1334,3.389368288,75.24693879,0.990438,9.64,9.77,1097.19,1107.78,0.403861726,0.4
MUFHUR,None,core-mof-ddec-1590,30,0.748504685,34.46962704,18.93596,0.610254812,28.10303822,2.0546,2.69,3.42,0,0,0.058405529,0.12
MUFJED,None,core-mof-ddec-1591,30,0.547529246,28.10459736,19.10752,0.437205997,22.44172087,2.29009,2.67,3.41,0,0,0.052399687,0.12
MUJRIT,None,core-mof-ddec-1592,30,2.858334468,83.70037584,15.20482,1.95521107,57.25428679,1.30647,5.12,6.25,898.362,687.627,0.252589038,0.33
MUKRIU,None,core-mof-ddec-1593,30,1.233044154,48.77308427,17.80963,0.723479547,28.61724684,1.76476,2.91,4.88,0,0,0.084997393,0.15
MULQOA,ZnO,core-mof-ddec-1594,30,3.977346233,115.1949235,13.59184,2.842591945,82.32930765,1.29204,5.12,5.83,1825.1,1412.58,0.425683415,0.55
MULXOH,None,core-mof-ddec-1595,30,4.714246522,127.723392,15.91741,3.040728931,82.38266952,1.20876,4.12,5.4,1330.91,1101.05,0.347463516,0.42
MUPYIG,None,core-mof-ddec-1596,30,0.968553303,52.3741948,22.86488,0.693529252,37.50236152,2.41255,2.4,3.47,0,0,0.024869951,0.06
MUPYUS,None,core-mof-ddec-1597,30,0.045097945,2.295473507,16.08617,0.03665377,1.865667233,2.27091,2.66,3.48,0,0,0.022017605,0.05
MURCAD,None,core-mof-ddec-1598,30,5.961432558,158.676754,18.00245,3.762014986,100.1343755,1.18753,3.77,4.6,832.903,701.372,0.370516955,0.44
MURCIL,None,core-mof-ddec-1599,30,1.584831643,54.86107335,12.10259,1.203586434,41.66375899,1.5444,7.11,8.3,913.29,591.354,0.207200207,0.32
ACUBAB,None,core-mof-ddec-16,30,1.463718677,75.77818159,14.45869,0.973972888,50.42355167,2.30944,4.3,6.48,962.154,416.618,0.151551891,0.35
BEPPOD,ZnO,core-mof-ddec-160,30,4.655097945,100.2477094,14.227,3.479331424,74.92753313,0.960732,9.89,10.04,1123.79,1169.72,0.42675793,0.41
MURCOR,None,core-mof-ddec-1600,30,1.560023249,55.39946637,12.53961,1.164897418,41.36777792,1.58436,6.88,8.11,878.804,554.675,0.195662602,0.31
MURNIX,None,core-mof-ddec-1601,30,0.480742926,25.30420146,20.97218,0.364736634,19.19813846,2.3483,2.56,3.38,0,0,0.034067198,0.08
MURTUO,None,core-mof-ddec-1602,30,1.289483334,56.41549355,15.623,0.799140103,34.96274993,1.95193,4.16,5.36,659.487,337.865,0.092216422,0.18
MUTVUT,None,core-mof-ddec-1603,30,1.569073605,48.08673539,20.56699,0.685649745,21.01281786,1.36731,3.76,4.82,188.743,138.039,0.087763565,0.12
MUVGOA,None,core-mof-ddec-1604,30,6.951247782,154.8335823,21.08134,3.284049956,73.14963226,0.993755,3.55,5.04,0,0,0.442765068,0.44
MUVGUG,None,core-mof-ddec-1605,30,7.132383574,156.7095183,20.55542,3.370542468,74.05604045,0.980252,3.84,5.3,517.236,527.657,0.44886417,0.44
MUVHAN,None,core-mof-ddec-1606,30,7.207651967,159.0393474,21.02209,3.467381627,76.50898152,0.984437,3.69,5.2,0,0,0.446955976,0.44
MUVHER,None,core-mof-ddec-1607,30,7.260476534,158.9360843,20.75371,3.460405963,75.75031354,0.97664,3.73,5.25,429.985,440.27,0.450524246,0.44
MUVJIX,None,core-mof-ddec-1608,30,3.108898594,99.36006724,15.75599,1.977663527,63.20591525,1.4259,4.98,5.58,948.039,664.871,0.252472123,0.36
MUWQEB,None,core-mof-ddec-1609,30,6.22824188,100.923264,11.82919,4.785451797,77.54410062,0.72296,9.58,15.66,1249.37,1728.14,1.037401793,0.75
BEPRIZ,None,core-mof-ddec-161,30,8.910882939,152.6648422,13.65516,6.601832583,113.1052598,0.764371,6.04,10.21,1926.88,2520.87,0.889620355,0.68
MUXHIW01,None,core-mof-ddec-1610,30,0.4707128,21.0016027,18.1034,0.376530731,16.79951938,1.99057,2.68,3.4,0,0,0.055260554,0.11
MUXHUI01,None,core-mof-ddec-1611,30,0.293831333,13.65334204,17.52256,0.236882203,11.00710978,2.07313,2.62,3.33,0,0,0.043412618,0.09
MUZHUL,None,core-mof-ddec-1612,30,5.911257264,158.274842,17.70374,3.429973621,91.8380826,1.1945,3.84,4.33,1244.27,1041.66,0.334868146,0.4
NABMUA01,None,core-mof-ddec-1615,30,6.145784887,154.5747838,17.61039,3.309222909,83.23142203,1.12213,6.07,6.24,1282.56,1142.97,0.454492795,0.51
NABMUA,None,core-mof-ddec-1616,30,6.122427552,153.6102273,17.77201,3.292875707,82.61745548,1.11938,6.07,6.24,1279.3,1142.86,0.455609355,0.51
NABNUA,None,core-mof-ddec-1617,30,1.833252676,58.98964019,21.41173,0.912104942,29.34933249,1.43562,2.88,4.41,0,0,0.097518842,0.14
NACVUI,None,core-mof-ddec-1618,30,4.352709629,113.0011515,18.73687,2.225395643,57.77372982,1.15827,3.81,4.78,682.808,589.506,0.250373402,0.29
NADZEZ,None,core-mof-ddec-1619,30,3.269550056,119.7828694,21.36201,1.213110702,44.44338772,1.63451,4,4.53,540.149,330.465,0.226367535,0.37
BEPROF,None,core-mof-ddec-162,30,9.695519163,158.6464371,13.57806,6.952192532,113.7577634,0.730038,5.97,8,2199.56,3012.93,0.958854197,0.7
NADZID,None,core-mof-ddec-1620,30,3.358516574,118.0007628,19.89909,1.29178334,45.38653189,1.56754,4.7,5.01,799.732,510.183,0.248797479,0.39
NAGBUU,None,core-mof-ddec-1621,30,1.426797914,55.85770672,17.72764,0.770709975,30.17252221,1.74664,4.18,4.54,411.162,235.401,0.09732973,0.17
NAGQET,None,core-mof-ddec-1622,30,3.745388608,98.06906885,18.29869,2.028688244,53.11907197,1.16822,4.11,6.33,771.358,660.285,0.239680882,0.28
NAJGAH,None,core-mof-ddec-1623,30,0.388239176,15.74726491,20.82434,0.312278199,12.66623214,1.80964,2.7,3.37,0,0,0.027629805,0.05
NAKLIW,ZnO,core-mof-ddec-1624,30,5.797797071,150.6368193,17.07643,3.564114971,92.6018859,1.15907,4.02,5.08,1055.53,910.67,0.422752724,0.49
NALWOO,None,core-mof-ddec-1625,30,4.911456074,112.9852927,14.52879,3.534090602,81.29977242,1.02635,8.8,9.16,1306.51,1272.97,0.448190189,0.46
NALYEG,None,core-mof-ddec-1626,30,2.910137405,102.6751156,12.11126,2.241084024,79.06965521,1.5741,12.88,13.12,1306.64,830.083,0.406581539,0.64
NAMZIL,None,core-mof-ddec-1627,30,0.681208082,58.47831207,13.93338,0.497057879,42.66993677,3.82995,3.34,4.91,0,0,0.083552005,0.32
NANMEW,None,core-mof-ddec-1628,30,3.132758436,97.32672048,18.48542,2.166285093,67.3008877,1.38608,3.3,7.13,0,0,0.202008542,0.28
NAPZOV,None,core-mof-ddec-1629,30,3.219294478,106.4699059,19.121,1.494590235,49.42973772,1.47553,4.11,5.16,676.975,458.801,0.203316774,0.3
BEPVAV,None,core-mof-ddec-163,30,1.814658038,55.59863975,19.16406,0.973028397,29.81225892,1.36696,3.25,4.46,0,0,0.109732545,0.15
NAPZUB,None,core-mof-ddec-1630,30,2.938644729,102.3086597,20.87983,1.399928934,48.73840363,1.55327,3.25,4.37,0,0,0.141636676,0.22
NAQLAT,ZnO,core-mof-ddec-1631,30,4.966541555,138.2950715,20.24381,2.299835391,64.03971384,1.24225,3.54,6.12,0,0,0.321996378,0.4
NARTIL,None,core-mof-ddec-1632,30,4.012633919,103.0785839,20.30687,2.364266957,60.73449378,1.14611,3.85,4.49,386.767,337.461,0.209403984,0.24
NARTUX,None,core-mof-ddec-1633,30,1.192179901,37.40282165,17.95291,0.762487881,23.92189147,1.39973,2.44,5.01,0,0,0.100019289,0.14
NASCIV,None,core-mof-ddec-1634,30,0.68906375,33.33286762,23.15843,0.425618046,20.58890778,2.15823,2.8,4.06,0,0,0.032433985,0.07
NASMIF,None,core-mof-ddec-1635,30,0.548777045,20.91346411,19.7129,0.432099778,16.4669847,1.70025,2.56,3.42,0,0,0.047051904,0.08
NATXIR,None,core-mof-ddec-1636,30,1.181192669,60.89260904,18.84433,0.834309133,43.01013815,2.29999,3.18,3.62,0,0,0.065217675,0.15
NATXOW,None,core-mof-ddec-1637,30,1.43209503,76.09423451,14.97199,1.011375345,53.73933367,2.37062,3.98,6.28,787.552,332.214,0.13920409,0.33
NAXLEF,None,core-mof-ddec-1638,30,0.324498282,11.49699739,20.1836,0.265628298,9.411229649,1.58072,2.43,2.9,0,0,0.025304924,0.04
NAXVOY01,None,core-mof-ddec-1639,30,2.391656272,74.9192476,17.49932,1.423054067,44.5775345,1.39756,3.68,4.75,0,0,0.171727869,0.24
BEPVEZ,None,core-mof-ddec-164,30,2.574737982,73.2643612,16.62522,1.536331942,43.71643994,1.26954,4.45,5.77,747.485,588.782,0.189044851,0.24
NAXVOY02,None,core-mof-ddec-1640,30,2.385315535,74.40874906,17.52633,1.39894631,43.63944451,1.39173,3.68,4.77,0,0,0.172447242,0.24
NAXVOY03,None,core-mof-ddec-1641,30,2.365353957,74.36252146,17.67175,1.379130496,43.35740991,1.4026,3.66,4.72,0,0,0.171110794,0.24
NAYGUR,None,core-mof-ddec-1642,30,6.772470847,113.2159921,12.58427,5.248859486,87.7456467,0.745846,7.02,7.69,1978.39,2652.55,0.737417644,0.55
NAYZUK,None,core-mof-ddec-1643,30,4.58820973,136.931095,17.05154,2.711266308,80.91536484,1.3315,7.6,9.71,917.681,689.208,0.330454375,0.44
NAZBAT,None,core-mof-ddec-1644,30,7.80707067,180.7287792,18.72155,3.984162119,92.23084898,1.03282,4.62,6.89,1006.02,974.051,0.590615983,0.61
NAZZEV,None,core-mof-ddec-1645,30,6.026334974,137.7890632,13.85112,4.274817983,97.74152413,1.02009,8.05,9.69,1557.19,1526.51,0.637198679,0.65
NEDWAW,None,core-mof-ddec-1646,30,7.323915142,124.1329553,12.71012,5.570118747,94.40787994,0.756185,6,8.22,1889.22,2498.36,0.806680905,0.61
NEDWEA,None,core-mof-ddec-1647,30,6.892888443,132.4512193,13.47182,5.021898003,96.49895241,0.857312,5.5,7.23,1914.7,2233.38,0.676533164,0.58
NEDWIE,None,core-mof-ddec-1648,30,6.889026266,105.4306725,11.36267,5.390450384,82.49624651,0.682799,6.43,8.99,2009.05,2942.37,0.981255098,0.67
NEFTOJ,None,core-mof-ddec-1649,30,6.860976756,168.3084073,17.92218,4.18744506,102.7233051,1.09447,3.65,4.7,0,0,0.484252652,0.53
BEPVID,None,core-mof-ddec-165,30,2.445341857,71.56056387,17.44015,1.368958084,40.06123403,1.30564,4.22,5.29,607.375,465.195,0.160840661,0.21
NEGGOX,None,core-mof-ddec-1650,30,3.074795878,72.12224,12.1821,2.362885127,55.42370126,1.0465,4.79,5.96,1410.58,1347.91,0.334448161,0.35
NEHNEV01,ZnO,core-mof-ddec-1651,30,2.168007264,67.1731037,21.02033,1.052041714,32.59625017,1.3823,3.67,5.01,0,0,0.108514794,0.15
NEHNEV,ZnO,core-mof-ddec-1652,30,6.463375634,141.190122,16.60994,3.871681152,84.57548582,0.974569,4.62,5.93,1515.05,1554.58,0.472003522,0.46
NEHZIK,None,core-mof-ddec-1653,30,3.27366416,88.16375909,14.51418,2.269010793,61.1072215,1.20148,4.78,7.34,1081.62,900.239,0.299630456,0.36
NEJRUR,Cu-Cu,core-mof-ddec-1654,30,4.650606114,129.1920742,19.95406,2.356909859,65.47406206,1.2394,3.82,4.69,607.124,489.854,0.274326287,0.34
NEJSAY,Cu-Cu,core-mof-ddec-1655,30,4.856506849,135.0139342,20.31695,2.501429894,69.54131879,1.24034,3.73,4.51,261.883,211.139,0.290242998,0.36
NEJSEC,Cu-Cu,core-mof-ddec-1656,30,4.04525273,112.6613528,19.60412,1.96324437,54.67687222,1.24255,3.98,5.82,601.366,483.977,0.27363084,0.34
NEJSIG,Cu-Cu,core-mof-ddec-1657,30,1.354066191,44.70936843,21.78303,0.968618108,31.98241278,1.47314,2.69,3.52,0,0,0.06109399,0.09
NEJSOM,Cu-Cu,core-mof-ddec-1658,30,6.011861441,150.9880322,18.93722,3.142709894,78.92922805,1.12052,4.54,5.41,1187.28,1059.58,0.365901546,0.41
NEJYUY,None,core-mof-ddec-1659,30,5.746149765,133.6453676,14.69544,3.985598912,92.69804188,1.03768,5.75,6.59,1892.59,1823.87,0.491480996,0.51
BEPVOJ01,None,core-mof-ddec-166,30,2.336766512,69.59138698,17.79236,1.275425441,37.98352337,1.3287,3.98,5.12,595.378,448.089,0.142996914,0.19
NEKBEL,None,core-mof-ddec-1660,30,1.474897069,52.93434915,14.09628,1.132009135,40.62803299,1.60125,3.89,4.91,579.004,361.594,0.149882904,0.24
NELWIL,None,core-mof-ddec-1661,30,0.353246023,13.34164264,15.99536,0.282421715,10.66670067,1.68506,2.9,3.58,0,0,0.035607041,0.06
NERMON,None,core-mof-ddec-1662,30,1.030802372,42.72374158,12.91539,0.758075124,31.41999529,1.84917,4.69,5.21,743.58,402.115,0.108156632,0.2
NERSUA,None,core-mof-ddec-1663,30,5.80340606,127.6278126,14.11943,4.20969095,92.57902034,0.981177,6.68,7.1,1681.75,1714.01,0.509592051,0.5
NERTAH,None,core-mof-ddec-1664,30,3.02075954,90.34071474,20.66972,1.567842735,46.88888056,1.3343,3.47,4.55,0,0,0.187364161,0.25
NERVEL,None,core-mof-ddec-1665,30,2.239752905,70.90692326,21.19356,0.899987592,28.49213902,1.41245,2.51,4.92,0,0,0.141597933,0.2
NERVIP01,None,core-mof-ddec-1666,30,1.247300042,41.14302929,22.08327,0.664496525,21.91886399,1.47167,2.52,4.13,0,0,0.067950016,0.1
NERVIP,None,core-mof-ddec-1667,30,2.202424481,70.12677038,21.34176,0.902200482,28.72670849,1.42058,2.4,4.83,0,0,0.133748187,0.19
NERVOV,None,core-mof-ddec-1668,30,2.517325215,77.77544467,21.09053,1.048636828,32.3987521,1.37844,2.78,5.21,0,0,0.159600708,0.22
NESSOV,None,core-mof-ddec-1669,30,6.177839134,142.816408,18.62125,3.216587544,74.35957286,1.0314,3.92,6.24,978.996,949.19,0.416909056,0.43
BEPVOJ,None,core-mof-ddec-167,30,2.211441305,66.95032825,18.32592,1.16938457,35.4025588,1.35072,3.77,4.87,543.854,402.64,0.13326226,0.18
NEVGIE,None,core-mof-ddec-1670,30,0.000184359,0.008877054,0,0.000165923,0.007989349,2.14827,2.49,2.92,0,0,0.004654908,0.01
NEVJEF,None,core-mof-ddec-1671,30,2.87939061,104.0288383,17.86676,1.781979128,64.38071234,1.61189,3.48,6.93,0,0,0.210932508,0.34
NEVPUA,None,core-mof-ddec-1672,30,1.8306544,68.09664782,15.8204,1.172175483,43.60256148,1.65961,5.21,6.38,729.982,439.852,0.156663312,0.26
NEVQAH,None,core-mof-ddec-1673,30,1.699361035,69.26208216,16.17095,1.077883353,43.93206846,1.81841,5.17,6.34,721.025,396.514,0.142982056,0.26
NEVVAM,None,core-mof-ddec-1674,30,3.737351552,118.9765632,15.40637,2.386407567,75.96999286,1.4203,5.92,6.96,1220.37,859.238,0.30275294,0.43
NEVVEQ,None,core-mof-ddec-1675,30,3.117911878,109.6571938,21.93006,1.123841105,39.52557566,1.56913,3.8,4.81,374.422,238.617,0.159323957,0.25
NEYBEZ,None,core-mof-ddec-1676,30,3.216576383,110.8308871,21.47693,1.20761862,41.60990661,1.53728,3.89,4.95,446.654,290.549,0.169129892,0.26
NHBZZN10,None,core-mof-ddec-1677,30,0.410005688,14.15070373,18.41583,0.333843041,11.52206935,1.53975,2.94,3.41,0,0,0.032472804,0.05
NIBBOR,None,core-mof-ddec-1678,30,0.906470105,41.21415461,22.50797,0.428848718,19.49831249,2.0285,2.47,4.77,0,0,0.034508257,0.07
NIBXUT,None,core-mof-ddec-1679,30,2.025583369,88.02505947,13.84362,1.456429166,63.29152675,1.9388,5.18,6.21,1236.94,637.993,0.221786672,0.43
BEPYIG,None,core-mof-ddec-168,30,2.712814491,87.73309134,16.10059,1.690577532,54.67369534,1.44287,7.19,7.59,759.316,526.254,0.180196414,0.26
NICJOA,None,core-mof-ddec-1680,30,0.92011605,42.52877524,20.75659,0.353468768,16.33771499,2.06216,4.19,5.24,253.868,123.108,0.048492842,0.1
NICJUG,None,core-mof-ddec-1681,30,0.448425056,17.34223754,15.84919,0.358122641,13.84991278,1.72542,3.36,4.9,0,0,0.069548284,0.12
NICZAA01,None,core-mof-ddec-1682,30,5.913532934,148.2975789,20.97305,4.113072542,103.1462421,1.11886,3.16,4.01,0,0,0.20556638,0.23
NIFTIH,None,core-mof-ddec-1683,30,3.988467624,123.0240935,20.2644,1.952028297,60.21021966,1.37616,3.66,4.91,0,0,0.254330892,0.35
NIGBOW,None,core-mof-ddec-1684,30,5.765720852,83.66451417,10.01044,4.612091876,66.92457647,0.647399,11.55,11.79,1622.42,2506.07,0.98857119,0.64
NIGFIT,None,core-mof-ddec-1685,30,4.884610109,134.9495033,12.7235,3.622309476,100.0753087,1.2326,4.64,7.44,2258.22,1832.07,0.519227649,0.64
NIGFUF,None,core-mof-ddec-1686,30,5.116318713,141.0949505,13.0349,3.752855365,103.4941276,1.23037,4.63,7.46,2264.79,1840.74,0.52016873,0.64
NIGGAM,None,core-mof-ddec-1687,30,5.227644695,143.1888327,13.09416,3.818295428,104.5857737,1.22204,4.64,7.44,2278.03,1864.12,0.531897483,0.65
NIGGEQ,None,core-mof-ddec-1688,30,4.949290587,138.5791823,12.95887,3.645928967,102.0853082,1.24921,4.63,7.38,2285.68,1829.7,0.512323789,0.64
NIGGIU,None,core-mof-ddec-1689,30,5.4276168,154.8705136,13.53066,3.856443032,110.038961,1.27304,4.6,7.33,2319.45,1821.97,0.526299252,0.67
BERFIP,ZnO,core-mof-ddec-169,30,1.414219558,61.93203956,23.25205,0.631368608,27.64913367,1.95363,2.71,4.08,0,0,0.056305442,0.11
NIHBEM01,None,core-mof-ddec-1690,30,1.690537018,65.95023193,16.78254,1.084274372,42.29907158,1.74048,3.68,4.88,0,0,0.132147454,0.23
NIHBEM02,None,core-mof-ddec-1691,30,1.720178302,65.65625034,16.20788,1.09706392,41.87304495,1.70287,3.78,5.02,556.661,326.897,0.146810972,0.25
NIHBEM,None,core-mof-ddec-1692,30,1.66644316,65.88621905,16.92568,1.05222751,41.60195433,1.76393,3.66,4.82,0,0,0.124721503,0.22
NIHBIQ01,None,core-mof-ddec-1693,30,1.730092582,64.17706932,15.66363,1.122325657,41.63220642,1.65496,3.89,5.3,669.726,404.677,0.157103495,0.26
NIHBIQ02,None,core-mof-ddec-1694,30,1.777359958,64.87633975,15.35418,1.171357546,42.7563307,1.6285,3.95,5.38,722.125,443.429,0.165796745,0.27
NIHBIQ,None,core-mof-ddec-1695,30,1.740673315,65.13878013,15.74559,1.13256999,42.38258088,1.66955,3.89,5.25,653.235,391.264,0.155730586,0.26
NIJZIP01,None,core-mof-ddec-1696,30,1.661458721,54.244561,11.80863,1.279884247,41.78662897,1.45663,7.37,8.51,950.813,652.749,0.233415486,0.34
NIJZOV,None,core-mof-ddec-1697,30,1.150150385,39.71591583,10.16117,0.906352076,31.29730096,1.5406,7.08,8.63,987.296,640.852,0.233675191,0.36
NIKDAM,None,core-mof-ddec-1698,30,5.096226268,109.4694946,14.6053,3.702373392,79.52883619,0.958363,7.15,7.97,1224.25,1277.44,0.459116222,0.44
NIKDEQ,None,core-mof-ddec-1699,30,0.773017108,24.13818163,21.0088,0.55895362,17.45384916,1.39315,2.64,3.62,0,0,0.050245846,0.07
ACUTOI,None,core-mof-ddec-17,30,2.126027521,81.95938045,18.87703,1.069975049,41.24805124,1.71994,4.54,5.19,638.501,371.234,0.133725595,0.23
BERGAI,None,core-mof-ddec-170,30,2.233054038,74.93855967,20.90637,0.844246299,28.33187222,1.49712,2.68,5.29,0,0,0.187025756,0.28
NIKYOW01,None,core-mof-ddec-1700,30,1.613272917,64.59393921,17.28495,1.037057775,41.52282365,1.78633,3.58,4.61,0,0,0.117559465,0.21
NIKYOW02,None,core-mof-ddec-1701,30,1.662342889,65.26108613,16.8859,1.050151987,41.22739038,1.75151,3.68,4.72,0,0,0.125605906,0.22
NIKYOW,None,core-mof-ddec-1702,30,1.587173353,64.11373581,17.37481,1.033928619,41.76546073,1.80221,3.55,4.57,0,0,0.110974859,0.2
NIKYUC01,None,core-mof-ddec-1703,30,1.683021969,64.56911963,16.3292,1.078682516,41.38364305,1.71164,3.69,4.95,0,0,0.140216401,0.24
NIKYUC02,None,core-mof-ddec-1704,30,1.703288483,63.87257878,15.88432,1.104052155,41.40147657,1.67303,3.78,5.07,595.688,356.053,0.149429478,0.25
NIKYUC,None,core-mof-ddec-1705,30,1.66823941,64.75213647,16.61647,1.058619111,41.08993514,1.7317,3.64,4.9,0,0,0.132817463,0.23
NIKZAJ01,None,core-mof-ddec-1706,30,1.615043777,65.0283005,17.557,1.042979684,41.99464885,1.79637,3.62,4.61,0,0,0.11690242,0.21
NIKZAJ02,None,core-mof-ddec-1707,30,1.662241334,65.80957239,16.9891,1.072716176,42.46976139,1.76633,3.69,4.67,0,0,0.124552037,0.22
NIKZAJ,None,core-mof-ddec-1708,30,1.585662727,64.45255243,17.41655,1.018524038,41.40002336,1.81346,3.58,4.56,0,0,0.110286414,0.2
NIKZEN01,None,core-mof-ddec-1709,30,1.693031456,65.49917314,16.60058,1.074195066,41.55793349,1.72603,3.71,4.86,0,0,0.139047409,0.24
BETDAH,None,core-mof-ddec-171,30,5.924343769,154.4395047,15.70179,3.75271767,97.82819512,1.16306,4.35,6.2,1992.02,1712.75,0.515880522,0.6
NIKZEN02,None,core-mof-ddec-1710,30,1.710156121,65.17817138,16.13148,1.085721527,41.37946408,1.70037,3.79,4.95,566.593,333.217,0.147026824,0.25
NIKZEN,None,core-mof-ddec-1711,30,1.693824852,66.11778713,16.62507,1.082630455,42.26005416,1.74152,3.71,4.82,0,0,0.132068538,0.23
NINHOH,None,core-mof-ddec-1712,30,2.409086193,56.6441528,8.60254,1.931841112,45.42282607,1.04902,5.4,6.5,2516.81,2399.19,0.55289699,0.58
NIRDOI,ZnO,core-mof-ddec-1713,30,1.037674968,34.42931474,21.90944,0.736915189,24.45031994,1.48024,2.75,3.73,0,0,0.060800951,0.09
NIRMUW,None,core-mof-ddec-1714,30,2.282018199,100.651217,21.60151,1.019088416,44.94814693,1.9678,3.01,4.29,0,0,0.086390893,0.17
NIRNAD,None,core-mof-ddec-1715,30,2.698570459,107.3513041,22.31503,1.17580882,46.77462088,1.77484,3.24,4.25,0,0,0.090148971,0.16
NISBEX,None,core-mof-ddec-1716,30,2.619060459,84.82781692,19.37493,1.6976738,54.98535239,1.44504,3.42,4.32,0,0,0.159165144,0.23
NISCOJ,None,core-mof-ddec-1717,30,3.242754756,86.32235665,21.34454,1.487289163,39.59174075,1.18763,2.98,4.58,0,0,0.176822748,0.21
NIVWIY,None,core-mof-ddec-1718,30,1.04478995,71.00242051,18.51225,0.766047994,52.05951856,3.03193,2.64,4.39,0,0,0.03957875,0.12
NOCKOG,None,core-mof-ddec-1719,30,5.187758724,121.6184148,17.21757,2.89196071,67.79723112,1.04593,5.02,5.63,1050.06,1003.95,0.430239117,0.45
BETDEL,None,core-mof-ddec-172,30,5.881313279,153.5202231,15.65797,3.764362364,98.26134446,1.1646,4.27,6.19,1928.58,1656.01,0.506611712,0.59
NOCKUM,None,core-mof-ddec-1720,30,4.907514194,118.0545558,16.54548,2.935626228,70.61906225,1.07326,5.1,6.01,1054.88,982.874,0.391331085,0.42
NOCLOH01,None,core-mof-ddec-1721,30,4.159333715,121.9541654,17.82856,2.27632914,66.74333908,1.30816,4.83,5.48,922.045,704.841,0.28284002,0.37
NOCLOH02,None,core-mof-ddec-1722,30,4.180981279,122.2473676,17.82653,2.286588928,66.85738551,1.30452,4.84,5.5,929.973,712.887,0.283629228,0.37
NOCLOH03,None,core-mof-ddec-1723,30,4.279057397,124.2626973,17.80481,2.363576572,68.63763977,1.29563,4.88,5.54,968.607,747.596,0.29329361,0.38
NOCLOH,None,core-mof-ddec-1724,30,4.143649775,122.0838418,17.85425,2.275358089,67.03859451,1.31451,4.78,5.44,892.912,679.274,0.281473705,0.37
NOCLUN,None,core-mof-ddec-1725,30,5.354977558,128.9558366,14.80961,3.703865892,89.1946081,1.07441,5.77,6.27,1384.84,1288.93,0.446756825,0.48
NOFHUM,ZnO,core-mof-ddec-1726,30,5.510807499,144.8645537,20.87115,2.900055779,76.2347961,1.17276,3.72,4.53,0,0,0.238753027,0.28
NOFRAC,None,core-mof-ddec-1727,30,3.094548315,147.0488684,15.18826,2.127644083,101.1028502,2.11994,3.81,6.05,1601.68,755.53,0.26415842,0.56
