DDEC code,MOF family,Ref code,Pressure (bar),Grav. Uptake (mol/kg),Vol. Uptake (cm3/cm3),Qst (kJ/mol),Grav. Working Capacity (mol/kg),Deliverable Capacity (Vol.),Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Vol. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Pore Volume (cm3/g),Void Fraction
DEZKAW,None,core-mof-ddec-427,1,0.300603058,6.140134399,19.25658,3.584037157,105.6288686,0.911325,3.75,8.13,1373.14,1506.75,0.570597756,0.52
DEZKEA,None,core-mof-ddec-428,1,0.063217179,2.042327178,15.95797,9.735469049,198.8572196,1.44138,2.42,3.54,0,0,0.076315753,0.11
DIBXAO,None,core-mof-ddec-429,1,0.072261118,2.23868865,18.61853,1.996540247,64.50127127,1.38221,2.62,4.2,0,0,0.151930604,0.21
AJAYIT,None,core-mof-ddec-43,1,0.241950455,10.75894711,15.72123,2.690774516,83.36165506,1.98392,4.89,7.13,680.381,342.947,0.126013146,0.25
DIBXAP,None,core-mof-ddec-430,1,0.350289744,14.68140834,20.87506,2.007432745,89.26564226,1.86992,3.02,4.23,0,0,0.11230427,0.21
DIBXOD,None,core-mof-ddec-431,1,0.346112722,14.3207368,20.49248,2.020453707,84.68162821,1.846,3.02,4.28,0,0,0.11375948,0.21
DICVAO,None,core-mof-ddec-432,1,0.840983725,21.19882349,20.85666,2.074244014,85.82378145,1.12464,3.53,6.28,0,0,0.328994167,0.37
DICVES,None,core-mof-ddec-433,1,0.840201636,20.9738587,20.26769,5.900799978,148.7424946,1.11373,3.6,6.33,0,0,0.332216965,0.37
DIDBEZ,None,core-mof-ddec-434,1,0.668811366,13.92683522,19.87164,5.972967416,149.1025121,0.929043,5.95,9.18,1300.66,1400,0.581243279,0.54
DIDDOK,ZnO,core-mof-ddec-435,1,0.423006152,4.98581229,18.89366,8.30350719,172.9061173,0.525842,8.17,9.6,2452.39,4663.74,1.483335298,0.78
DIMQOH,None,core-mof-ddec-436,1,0.200319962,6.273665811,13.12381,22.9638704,270.6663878,1.39728,3.15,4.69,0,0,0.25048666,0.35
DIXKOL,None,core-mof-ddec-437,1,0.328494209,10.41050527,15.85901,4.268839586,133.6924826,1.41392,4.72,7.17,1111.54,786.14,0.282901437,0.4
DIZQOT,None,core-mof-ddec-438,1,0.056423602,2.01183039,17.59789,4.421059004,140.1104094,1.59075,2.72,3.46,0,0,0.075436115,0.12
DOCKOW,None,core-mof-ddec-439,1,0.167866259,5.211815336,20.11576,1.710635835,60.99414135,1.38513,5.15,6.92,653.366,471.7,0.166049396,0.23
AKUHOD01,None,core-mof-ddec-44,1,0.007863729,0.394834998,18.06393,2.560670862,79.50224052,2.24008,2.85,3.3,0,0,0.044641263,0.1
DODHUA,None,core-mof-ddec-440,1,0.265882912,9.318191865,15.54409,0.714614696,35.8805462,1.56359,2.64,3.83,0,0,0.083142,0.13
DOGZIJ,ZnO,core-mof-ddec-441,1,0.494751149,13.39099298,18.25531,1.133066768,39.70971086,1.20751,3.36,5.27,0,0,0.182193108,0.22
DOKHOB,None,core-mof-ddec-442,1,0.369224694,10.80201003,19.31833,2.916250469,78.93157942,1.30527,2.96,5.83,0,0,0.153225003,0.2
DOLXOR01,None,core-mof-ddec-443,1,0.06634989,1.610711702,20.77356,2.521719199,73.7752282,1.08308,5.36,6.62,2289.41,2113.79,0.480112272,0.52
DOLXOR02,None,core-mof-ddec-444,1,0.067100268,1.622708705,9.60989,5.800556148,140.8144568,1.07895,5.37,6.63,2273.95,2107.56,0.481950044,0.52
DOLXOR,None,core-mof-ddec-445,1,0.069081737,1.682336238,9.56623,5.869415116,141.9420703,1.08651,5.37,6.62,2272.33,2091.4,0.478596607,0.52
DONNAW01,None,core-mof-ddec-446,1,0.601617139,15.64839434,9.71221,5.845168505,142.3464322,1.16046,6.41,6.93,1376.18,1185.89,0.361925443,0.42
DOQGUM,None,core-mof-ddec-447,1,0.155997807,7.986606616,19.09048,6.989194032,181.7928001,2.28414,3.16,3.55,0,0,0.078804276,0.18
DOQHAT,None,core-mof-ddec-448,1,0.162635674,8.411766167,22.2893,2.110518188,108.0520225,2.30755,3.15,3.54,0,0,0.07800481,0.18
DOQHEX,None,core-mof-ddec-449,1,0.151996751,7.941092952,23.10496,2.120511162,109.6760852,2.33091,3.13,3.54,0,0,0.077223059,0.18
ALAMUW,Cu-Cu,core-mof-ddec-45,1,0.421135848,6.135250152,22.23462,2.108770515,110.1730306,0.64997,5.98,11.93,2281.19,3509.69,1.246211364,0.81
DOQHIB,None,core-mof-ddec-450,1,0.155789903,8.280808852,12.71899,17.95784185,261.6159428,2.37147,3.11,3.52,0,0,0.071685495,0.17
DOQHOH,None,core-mof-ddec-451,1,0.151099223,8.271263983,22.79084,2.088354095,111.0037347,2.4422,3.07,3.5,0,0,0.069609369,0.17
DOQRUW,None,core-mof-ddec-452,1,0.930078111,24.68644364,22.31325,2.050579345,112.249969,1.1842,2.42,4.55,0,0,0.228002027,0.27
DORDUK,None,core-mof-ddec-453,1,0.818674376,21.51910041,22.43994,3.198103982,84.88514327,1.17273,4.13,4.54,425.615,362.926,0.187596463,0.22
DORFOG,None,core-mof-ddec-454,1,0.304562875,8.771505319,20.91777,2.340893583,61.53108678,1.28492,3.5,3.83,0,0,0.140086542,0.18
DOTSOV02,Cu-Cu,core-mof-ddec-455,1,0.421401231,8.380973006,20.30779,3.343387142,96.2905874,0.887319,6.69,13.26,1871.67,2109.35,0.8339729,0.74
DOTSOV03,Cu-Cu,core-mof-ddec-456,1,0.42494537,8.448866298,13.29753,12.39574509,246.5308533,0.887047,6.69,13.27,1872.1,2110.49,0.834228626,0.74
DOTSOV04,Cu-Cu,core-mof-ddec-457,1,0.425214022,8.452569109,13.42381,12.40234773,246.5864678,0.886875,6.69,13.27,1873.67,2112.66,0.834390416,0.74
DOTSOV05,Cu-Cu,core-mof-ddec-458,1,0.427311573,8.491933141,13.22857,12.44401978,247.3670477,0.886631,6.69,13.27,1873.24,2112.76,0.834620039,0.74
DOTSOV06,Cu-Cu,core-mof-ddec-459,1,0.429626113,8.535999296,13.29468,12.42703271,246.9615557,0.886431,6.69,13.27,1875.2,2115.45,0.834808349,0.74
ALIXOJ,None,core-mof-ddec-46,1,0.314784232,6.913266987,13.40912,12.40234773,246.4152626,0.979833,5.02,7.86,1822.91,1860.43,0.591937606,0.58
DOTSOV07,Cu-Cu,core-mof-ddec-460,1,0.415852535,8.261405703,15.03624,8.956773864,196.7079756,0.886331,6.69,13.27,1873.98,2114.32,0.834902536,0.74
DOTSOV08,Cu-Cu,core-mof-ddec-461,1,0.420760599,8.355266961,13.53797,12.4107586,246.5544954,0.885944,6.68,13.28,1874.54,2115.87,0.83526724,0.74
DOTSOV09,Cu-Cu,core-mof-ddec-462,1,0.420719268,8.35377136,13.29053,12.45435254,247.3127012,0.885873,6.68,13.28,1872.88,2114.16,0.835334184,0.74
DOTSOV10,Cu-Cu,core-mof-ddec-463,1,0.42281682,8.394065047,13.48499,12.43587756,246.9258854,0.88573,6.68,13.28,1873.56,2115.28,0.835469048,0.74
DOTSOV11,Cu-Cu,core-mof-ddec-464,1,0.43125869,8.560138646,13.34502,12.43599122,246.8882843,0.885573,6.68,13.28,1875.22,2117.52,0.835617165,0.74
DOTSOV12,Cu-Cu,core-mof-ddec-465,1,0.414571272,8.225453315,13.15521,12.41465405,246.4209124,0.885201,6.68,13.28,1871.99,2114.76,0.835968328,0.74
DOTSOV13,Cu-Cu,core-mof-ddec-466,1,0.439504238,8.718597158,13.42797,12.40725579,246.1707075,0.885044,6.68,13.28,1872.18,2115.35,0.836116622,0.74
DOTSOV14,Cu-Cu,core-mof-ddec-467,1,0.411905418,8.172956384,13.40831,12.39385419,245.8611603,0.885244,6.68,13.28,1873.97,2116.89,0.835927722,0.74
DOTSOV15,Cu-Cu,core-mof-ddec-468,1,0.424046419,8.413448447,13.25301,12.40512724,246.1403989,0.885201,6.68,13.28,1870.59,2113.18,0.835968328,0.74
DOTSOV16,Cu-Cu,core-mof-ddec-469,1,0.413548328,8.205024885,13.36015,12.43472029,246.7156269,0.885187,6.69,13.28,1873.97,2117.03,0.83598155,0.74
ALIXUP,None,core-mof-ddec-47,1,0.077901771,2.337395006,13.34527,12.40291603,246.0806339,1.33865,5.76,6.38,1051.03,785.141,0.246517013,0.33
DOTSOV18,Cu-Cu,core-mof-ddec-470,1,0.427807546,8.49300702,14.79096,4.574524567,137.2558117,0.885716,6.68,13.28,1876.31,2118.41,0.835482254,0.74
DOTSOV19,Cu-Cu,core-mof-ddec-471,1,0.428665166,8.51264463,13.29856,12.44691295,247.101109,0.885987,6.69,13.28,1872.82,2113.83,0.835226702,0.74
DOTSOV20,Cu-Cu,core-mof-ddec-472,1,0.432271301,8.585504554,13.56312,12.41112025,246.4661572,0.886116,6.69,13.27,1874.62,2115.55,0.83510511,0.74
DOTSOV21,Cu-Cu,core-mof-ddec-473,1,0.426784602,8.479131963,13.66332,12.44090961,247.0936326,0.886388,6.69,13.27,1873.5,2113.63,0.834848847,0.74
DOTSOV22,Cu-Cu,core-mof-ddec-474,1,0.4280452,8.502528984,13.31412,12.42501782,246.8537177,0.886216,6.69,13.27,1873.12,2113.62,0.835010878,0.74
DOTSOV23,Cu-Cu,core-mof-ddec-475,1,0.423333458,8.410702675,13.34926,12.47775626,247.8534611,0.886402,6.69,13.27,1873.21,2113.27,0.834835661,0.74
DOTSOV24,Cu-Cu,core-mof-ddec-476,1,0.425627332,8.458735296,13.49123,12.45249265,247.4035803,0.88666,6.69,13.27,1874.24,2113.82,0.834592741,0.74
DOTSOV25,Cu-Cu,core-mof-ddec-477,1,0.434978486,8.647927913,13.20004,12.41512936,246.7329632,0.887004,6.69,13.26,1874.58,2113.39,0.834269068,0.74
DOTSOV26,Cu-Cu,core-mof-ddec-478,1,0.42214519,8.393870245,13.24285,12.40835107,246.6938685,0.887119,6.69,13.26,1876.2,2114.94,0.834160919,0.74
DOTSOV27,Cu-Cu,core-mof-ddec-479,1,0.433583563,8.62409509,13.55894,12.46952105,247.942045,0.887405,6.7,13.26,1874.9,2112.79,0.833892079,0.74
ALUJIB,None,core-mof-ddec-48,1,0.434935791,13.96394655,13.45927,12.4138171,246.9142013,1.4324,4.42,6.09,1095.81,765.013,0.307176766,0.44
DOTSOV28,Cu-Cu,core-mof-ddec-480,1,0.427507896,8.503798493,18.94264,4.199070516,134.8143738,0.887463,6.7,13.26,1874.77,2112.51,0.83383758,0.74
DOTSOV29,Cu-Cu,core-mof-ddec-481,1,0.425503339,8.452038419,13.53125,12.4363322,247.3780345,0.886216,6.69,13.27,1875.83,2116.67,0.835010878,0.74
DOTSOV30,Cu-Cu,core-mof-ddec-482,1,0.412597713,8.215304804,13.23983,12.51636981,248.6204661,0.888338,6.69,13.25,1873.42,2108.91,0.833016262,0.74
DOTSOV31,Cu-Cu,core-mof-ddec-483,1,0.432405627,8.610399248,13.47498,12.41000431,247.0977534,0.888409,6.7,13.25,1872.67,2107.89,0.832949689,0.74
DOTSOV32,Cu-Cu,core-mof-ddec-484,1,0.432612283,8.622594824,13.40215,12.44012432,247.717491,0.889243,6.68,13.24,1876.13,2109.8,0.832168485,0.74
DOTSOV33,Cu-Cu,core-mof-ddec-485,1,0.436084092,8.688281154,13.45864,12.43707616,247.8890979,0.888884,6.69,13.24,1880.68,2115.77,0.832504579,0.74
DOTSOV34,Cu-Cu,core-mof-ddec-486,1,0.44033086,8.779418085,13.41698,12.42704304,247.5890447,0.889545,6.68,13.23,1878.23,2111.45,0.831885964,0.74
DOTSOV35,Cu-Cu,core-mof-ddec-487,1,0.425203689,8.474930725,13.46856,12.40149011,247.2637658,0.889243,6.68,13.22,1878.1,2112.03,0.832168485,0.74
DOTSOV37,Cu-Cu,core-mof-ddec-488,1,0.422713492,8.419987849,13.72714,12.43145513,247.7770626,0.888682,6.68,13.21,1881.79,2117.51,0.832693809,0.74
DOTSOV38,Cu-Cu,core-mof-ddec-489,1,0.43551579,8.676257512,13.41492,12.42893394,247.5706943,0.888812,6.66,13.2,1874.2,2108.65,0.832572017,0.74
ALUJOH,None,core-mof-ddec-49,1,0.407585341,12.93025278,13.48624,12.43603255,247.7481259,1.41539,4.45,6.14,1131.72,799.581,0.310868383,0.44
DOTSOV40,Cu-Cu,core-mof-ddec-490,1,0.439597233,8.759690506,18.52552,4.482037083,142.1883141,0.889027,6.68,13.2,1877.03,2111.34,0.83237067,0.74
DOTSOV41,Cu-Cu,core-mof-ddec-491,1,0.431248358,8.590547836,13.36091,12.43042186,247.6963914,0.88874,6.69,13.2,1873.52,2108.07,0.832639467,0.74
DOTSOV42,Cu-Cu,core-mof-ddec-492,1,0.406232729,8.054807311,13.65703,12.42417053,247.4917977,0.88463,6.68,13.31,1764.03,1994.09,0.825203758,0.73
DOTTUC,None,core-mof-ddec-493,1,0.910438892,23.4113412,13.38572,12.29304772,243.7472995,1.14726,4.26,4.63,576.291,502.32,0.20919408,0.24
DOTWAL,None,core-mof-ddec-494,1,0.186982744,6.837908219,21.12986,2.507688119,64.48356137,1.63156,3.25,6.26,0,0,0.171614896,0.28
DOYLIM,None,core-mof-ddec-495,1,0.210529957,5.629960163,17.08667,3.181557984,116.3487123,1.1931,4,4.68,943.495,790.793,0.217919705,0.26
DUBWON,ZnO,core-mof-ddec-496,1,0.519897621,14.8346213,15.68063,4.099867945,109.6380465,1.2729,4.73,5.42,1531.85,1203.43,0.40065991,0.51
DUCGEO,None,core-mof-ddec-497,1,0.318039957,6.956812802,17.53337,5.77505677,164.7839434,0.97593,4.1,6.9,917.619,940.25,0.317645733,0.31
DUCHEP,None,core-mof-ddec-498,1,0.022626385,1.126709838,19.19907,6.310959176,138.0460555,2.22164,2.64,3.59,0,0,0.022505897,0.05
DUFGOB,None,core-mof-ddec-499,1,0.128139232,3.218722261,16.43191,0.810362411,40.35303489,1.12069,7.82,8.45,1201.56,1072.16,0.38369219,0.43
ABEXOW,None,core-mof-ddec-5,1,0.181156571,7.359269999,12.82531,6.054364189,152.0792385,1.81243,4.05,4.77,577.796,318.796,0.176558543,0.32
ALUJUN,None,core-mof-ddec-50,1,0.662315279,19.88265263,18.55661,2.773630826,112.6754501,1.33934,2.67,4.85,0,0,0.209058193,0.28
DUQCAU01,None,core-mof-ddec-500,1,0.092451368,4.553816804,19.83303,3.178100309,95.40632159,2.19756,2.43,4.78,0,0,0.113762537,0.25
DUQCAU,None,core-mof-ddec-501,1,0.096741136,4.776670373,17.54952,2.099854104,103.4311459,2.20289,2.43,4.76,0,0,0.113487283,0.25
DUQSEO,None,core-mof-ddec-502,1,0.057869459,2.244772733,16.88162,2.077026229,102.5548189,1.73065,3.47,3.78,0,0,0.075116286,0.13
DUXKUD,None,core-mof-ddec-503,1,0.241205541,6.694908039,17.44455,1.781113506,69.08989832,1.23834,6.9,7.67,1203.53,971.884,0.323013066,0.4
DUXMAL,None,core-mof-ddec-504,1,1.064798706,27.65904463,17.0444,5.804590345,161.1123789,1.15892,3.89,4.53,692.988,597.959,0.371035102,0.43
DUXZIG01,None,core-mof-ddec-505,1,0.164692215,3.864676409,20.34379,4.271394,110.9530624,1.04686,4.37,5.86,2434.12,2325.16,0.448961657,0.47
EBANAY,None,core-mof-ddec-506,1,0.14220551,6.121392146,12.73581,7.852374139,184.2642359,1.92053,3.19,3.59,0,0,0.057275856,0.11
EBATUY,None,core-mof-ddec-507,1,0.448911445,12.6380102,22.17154,2.178790704,93.7884355,1.25605,3.67,5.89,0,0,0.278651328,0.35
EBELUU,None,core-mof-ddec-508,1,0.602773316,14.73302461,17.56971,3.806455608,107.1615023,1.09045,4.01,5.07,1120.28,1027.36,0.339309459,0.37
EBEMEE,None,core-mof-ddec-509,1,0.266274915,9.610398199,18.44837,5.853150098,143.0630755,1.61026,3.62,4.82,0,0,0.105573013,0.17
ALUKAU,None,core-mof-ddec-51,1,0.53906942,19.97124016,19.33452,1.544177181,55.73246592,1.65289,2.73,4.79,0,0,0.169400263,0.28
EBEMEF,None,core-mof-ddec-510,1,0.081590555,2.256251445,19.66711,2.643104763,97.92074641,1.23366,3.44,4.28,0,0,0.243178834,0.3
EBEMII,None,core-mof-ddec-511,1,0.336866763,11.9281192,14.17513,6.078432409,168.0889652,1.57979,3.58,4.75,0,0,0.101279284,0.16
EBEMOO,None,core-mof-ddec-512,1,0.273313904,9.753705147,19.17347,1.306300009,46.25479246,1.59218,3.75,4.88,352.184,221.195,0.119333241,0.19
EBEWIT,None,core-mof-ddec-513,1,0.330228425,11.50498462,20.11162,1.87844213,67.0356334,1.55436,6.64,6.99,1371.61,882.432,0.34097635,0.53
EBEWOZ01,None,core-mof-ddec-514,1,0.368788237,13.45402364,17.3094,5.094263457,177.4814591,1.62762,6.61,6.97,1311.62,805.849,0.319484892,0.52
EBEWOZ,None,core-mof-ddec-515,1,0.360981743,13.18115687,18.02754,4.784641432,174.551877,1.6291,6.59,6.98,1313.51,806.278,0.319194647,0.52
EBEXAM,None,core-mof-ddec-516,1,0.298064754,10.06964695,18.12286,4.765109949,173.9967824,1.50724,6.79,7.13,1378.71,914.724,0.351636103,0.53
EBEXEQ01,None,core-mof-ddec-517,1,0.335953696,12.12827462,17.21266,5.421564446,183.1589918,1.61064,6.73,7.07,1351.34,839.009,0.322853027,0.52
EBEXEQ,None,core-mof-ddec-518,1,0.341160566,12.37344997,17.70344,4.867059409,175.7058603,1.61812,6.71,7.05,1336.81,826.153,0.321360591,0.52
EBIHII,None,core-mof-ddec-519,1,0.347497446,8.814917845,17.54098,4.835017714,175.3598033,1.13174,5.2,6.78,1672.16,1477.51,0.494813296,0.56
ALUKIC,None,core-mof-ddec-52,1,0.339199889,4.310145796,16.05412,7.113790885,180.4545124,0.566919,6.77,8.54,2949.53,5202.73,1.393497131,0.79
EBIPIQ,None,core-mof-ddec-520,1,0.13109007,4.817555135,12.56586,20.91148879,265.7181458,1.63961,2.76,3.96,0,0,0.048792091,0.08
EBOTOF,None,core-mof-ddec-521,1,0.676987053,25.38954615,20.71122,1.688771796,62.06229974,1.67322,2.43,3.86,0,0,0.089647506,0.15
ECAHAT,None,core-mof-ddec-522,1,0.835666944,16.00139177,26.40178,2.736295656,102.6213197,0.854274,11.49,12.33,1010.74,1183.16,0.526763076,0.45
ECASAD,None,core-mof-ddec-523,1,0.13834748,5.020890345,13.44293,7.663786288,146.7465571,1.61904,3.62,4.09,0,0,0.092647495,0.15
ECASOS,None,core-mof-ddec-524,1,0.073657292,3.085832098,18.25105,1.709102896,62.02655994,1.86913,2.88,3.24,0,0,0.053500827,0.1
ECEZAO01,None,core-mof-ddec-525,1,0.386964838,12.43147743,23.12837,1.913675827,80.17240595,1.43329,4.01,4.89,696.387,485.868,0.153493013,0.22
ECEZAO,None,core-mof-ddec-526,1,0.650161419,20.80323292,19.37796,2.761991112,88.73062047,1.42755,4.06,4.95,824.307,577.428,0.182130223,0.26
ECIWUJ,ZnO,core-mof-ddec-527,1,0.038447538,1.286085549,20.3374,2.942832498,94.16189287,1.49231,2.62,3.25,0,0,0.053608165,0.08
ECODEG,None,core-mof-ddec-528,1,0.988472809,29.87490061,20.0208,1.911263205,63.93252012,1.34842,3.55,5.34,0,0,0.31889174,0.43
ECODIK,None,core-mof-ddec-529,1,0.65286891,17.55717271,19.9987,3.552530452,107.369159,1.19981,4.01,4.8,1248.11,1040.26,0.408397996,0.49
ALULAV,None,core-mof-ddec-53,1,0.329214597,4.360298774,18.91593,6.692905062,179.9878787,0.590909,6.74,8.53,2957.67,5005.3,1.336923283,0.79
ECOLEP,None,core-mof-ddec-530,1,0.228330326,2.084096691,12.67384,20.12361638,266.5282181,0.407232,10.92,11.64,1854.66,4554.3,2.160930379,0.88
ECOROD,None,core-mof-ddec-531,1,0.561788833,19.39840387,8.93276,26.64465053,243.2004063,1.54054,3,4.01,0,0,0.110350916,0.17
ECOSIY,None,core-mof-ddec-532,1,0.032915123,1.589810946,19.64761,2.305379668,79.60408475,2.15491,2.79,3.93,0,0,0.041765085,0.09
ECOTOG,None,core-mof-ddec-533,1,0,0,17.80019,1.750618795,84.55544697,1.83477,2.42,2.8,0,0,0.005450274,0.01
ECUCUB,None,core-mof-ddec-534,1,0.037298922,1.743420324,0,0.000064104,0.002636215,2.08541,2.87,3.57,0,0,0.023976101,0.05
ECUDAI,None,core-mof-ddec-535,1,0.504794588,16.66816509,19.63638,0.857901526,40.09989747,1.47319,3.08,4.89,0,0,0.183275749,0.27
ECUDEM,None,core-mof-ddec-536,1,0.522807179,17.69420707,20.93955,4.541068487,149.9447122,1.50996,3.13,4.87,0,0,0.178812684,0.27
ECUDIR,None,core-mof-ddec-537,1,0.036540366,2.165590085,21.20205,4.505164095,152.4755389,2.64413,4.51,5.34,540.874,204.557,0.094549058,0.25
ECUDOX,None,core-mof-ddec-538,1,0.112186376,5.884325757,14.7237,1.618598244,95.92734468,2.34011,6.14,6.82,1467.96,627.303,0.217938473,0.51
ECUTON,None,core-mof-ddec-539,1,0.146475038,4.819057051,15.82063,3.62061925,189.9063323,1.4678,2.51,3.87,0,0,0.061316256,0.09
ALULID,None,core-mof-ddec-54,1,0.393133132,8.190834076,22.8907,1.523098872,50.11024723,0.929552,5.27,7.82,1922.22,2067.9,0.645472227,0.6
EDABOC,None,core-mof-ddec-540,1,0.644005755,24.50502094,16.19274,10.30981009,214.8024091,1.69765,3.13,5.14,0,0,0.111919418,0.19
EDADET,None,core-mof-ddec-541,1,0.213566816,10.2446697,19.33261,1.11446816,42.40655519,2.14016,3.23,4.03,0,0,0.098123505,0.21
EDADIX,ZnO,core-mof-ddec-542,1,0.830427086,23.14868186,19.20491,1.52835357,73.31418706,1.24361,3.89,4.63,509.926,410.038,0.281438715,0.35
EDAFUM,None,core-mof-ddec-543,1,0.157577786,6.262253129,20.25317,4.282691357,119.3827386,1.77302,3.72,4.93,252.729,142.542,0.135362263,0.24
EDAGAT,None,core-mof-ddec-544,1,0.147956044,6.12067765,16.23595,1.980170739,78.69339162,1.84563,3.62,4.66,0,0,0.11920049,0.22
EDAGEX,None,core-mof-ddec-545,1,0.163476386,6.575145644,16.92592,1.84894708,76.48764325,1.79444,3.69,4.9,0,0,0.133746461,0.24
EDOMAM,Cu-Cu,core-mof-ddec-546,1,0.552017028,10.0195306,16.40632,1.939769367,78.01901173,0.809806,6.04,8.29,1895.05,2340.13,0.765615468,0.62
EDUSIF,ZnO,core-mof-ddec-547,1,0.230704006,3.068436779,15.75152,12.06140675,218.923743,0.593338,7.92,15.07,2152.2,3627.27,1.365157802,0.81
EFOSUO,None,core-mof-ddec-548,1,0.056205582,2.815565325,11.32254,19.55427091,260.0780326,2.23497,4.44,5.23,2075.79,928.78,0.25503698,0.57
EFOTAV,None,core-mof-ddec-549,1,0.055553802,2.723773881,12.03983,3.457897319,173.2200859,2.18747,4.5,5.44,2292.86,1048.18,0.265146493,0.58
AMAFOK,None,core-mof-ddec-55,1,0.446369003,14.93207698,12.05939,3.626411154,177.8010444,1.49249,5.66,6.62,781.15,523.388,0.187605947,0.28
EFOTEZ,None,core-mof-ddec-550,1,0.045585478,2.734972132,19.70241,2.999998381,100.3568941,2.67676,4.39,5.07,1904.54,711.509,0.216679867,0.58
EFOTID,None,core-mof-ddec-551,1,0.046122766,3.112461458,12.32493,2.798559356,167.9039515,3.01069,4.13,5.17,1613.11,535.794,0.17603938,0.53
EGATOW,None,core-mof-ddec-552,1,0.317634831,8.601881223,12.82257,2.429921799,163.9762451,1.20816,5.11,5.97,1634.32,1352.74,0.529731161,0.64
EGEJIK,ZnO,core-mof-ddec-553,1,0.343194185,5.235471347,16.16827,7.200705723,195.0025922,0.680562,8.7,10.26,1976.13,2903.67,1.028561689,0.7
EGELUY01,None,core-mof-ddec-554,1,0.863360415,18.26162132,13.00028,15.50819993,236.5795807,0.943692,7.05,7.46,1433,1518.5,0.508640531,0.48
EGELUY,None,core-mof-ddec-555,1,0.914276603,19.45312785,20.71069,9.690895231,204.979816,0.949281,6.88,7.34,1425.13,1501.28,0.568851583,0.54
EHALOP,None,core-mof-ddec-556,1,0.892886228,18.83238912,20.45689,9.736893219,207.1725647,0.941006,7.09,7.55,1416.9,1505.73,0.520719315,0.49
EHUCOA,None,core-mof-ddec-557,1,0.594244181,13.08575387,20.43808,9.789553094,206.4772278,0.982476,3.26,5.18,0,0,0.407134627,0.4
EJEFOP,None,core-mof-ddec-558,1,0.313783352,11.30696238,17.96872,5.709425422,125.726323,1.60769,2.85,4.06,0,0,0.074641255,0.12
EJIDUW01,None,core-mof-ddec-559,1,0.276560484,9.660101508,19.44361,1.15375273,41.57466811,1.5584,3.39,4.24,0,0,0.121919918,0.19
AMALND,None,core-mof-ddec-56,1,0.065413698,2.750398843,20.00579,3.201699439,111.8335532,1.87591,2.66,3.73,0,0,0.133268654,0.25
EJIDUW02,None,core-mof-ddec-560,1,0.320993048,11.06912076,16.67583,2.493035893,104.8227403,1.53852,3.47,4.3,0,0,0.12999506,0.2
EJONOH,None,core-mof-ddec-561,1,0.229868997,7.622168742,19.90696,3.257582622,112.3344438,1.47939,3.6,4.44,0,0,0.135190856,0.2
EKEQIV,None,core-mof-ddec-562,1,0.135725578,6.219265173,19.4519,3.29586555,109.2867838,2.0444,3.45,5.24,0,0,0.132068088,0.27
EKOPIE,None,core-mof-ddec-563,1,0.400813861,10.91756507,17.48195,2.119272036,97.11002862,1.21526,5.14,6.62,1703.44,1401.72,0.493721508,0.6
EKOPOK,None,core-mof-ddec-564,1,0.497210371,13.87429924,16.5569,7.012287023,191.0041228,1.24495,7.3,7.62,1065.4,855.778,0.401622555,0.5
EKOPUQ,None,core-mof-ddec-565,1,0.414336362,9.030271769,17.75319,5.403675453,150.7856927,0.972371,8.03,11.06,1332.47,1370.33,0.462786323,0.45
ELAFUT,None,core-mof-ddec-566,1,0.665565834,23.32038561,15.22539,7.594445354,165.5174679,1.56325,2.43,5.04,0,0,0.159923237,0.25
ELIJOZ,None,core-mof-ddec-567,1,0.547350876,18.18781695,21.98891,2.586825043,90.63830259,1.48251,3.85,5.03,865.165,583.581,0.202359512,0.3
ELIJUF,None,core-mof-ddec-568,1,0.680219281,20.73793932,20.15893,3.427522888,113.8924986,1.36019,3.64,4.99,0,0,0.213205508,0.29
ELIKAM,None,core-mof-ddec-569,1,0.560318425,18.7998528,20.9165,3.5755206,109.0073911,1.49693,3.83,5.04,838.784,560.335,0.200410173,0.3
AMIKOX,None,core-mof-ddec-57,1,0.075352246,2.478148822,19.47891,3.435257531,115.2600611,1.4673,2.71,3.47,0,0,0.047706672,0.07
ELIKEQ,None,core-mof-ddec-570,1,0.557941832,18.90700035,22.0739,1.324734465,43.56723721,1.51189,3.81,5,815.663,539.499,0.198427134,0.3
ELIKIU,None,core-mof-ddec-571,1,0.543562264,18.86208792,19.61544,3.347767921,113.4459644,1.54816,3.75,4.97,791.244,511.085,0.18731914,0.29
ELIKUG,None,core-mof-ddec-572,1,0.546949257,19.36592475,20.26247,3.270064847,113.474122,1.57969,3.73,4.96,779.18,493.249,0.183580323,0.29
